kabupaten_kota,kecamatan,latitude,longitude,is_kota,jenis_usaha,tahun_berdiri,jumlah_karyawan,has_digital_presence,omset_bulanan,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa,skor_potensi,is_survived_3yr,business_maturity,infra_x_income,competition_density_ratio,avg_distance_to_facilities,market_gap_score,digital_readiness_index,risk_composite,financial_access_score,omset_per_karyawan,location_advantage
Kab. Bekasi,Cabangbungin,-6.294579616351476,107.03103277313164,False,Makanan,2010,4,0,62.0,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,52.34,0,14,0.33067,0.27914034922995334,2.29,12306.333333333334,0.342,0.292,0.6528,15.5,54.4452
Kab. Bekasi,Cabangbungin,-6.293533658150232,107.0328152680454,False,Makanan,2011,1,1,72.39,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,1,13,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,72.39,54.4452
Kab. Bekasi,Cabangbungin,-6.281114964171743,107.03887384906008,False,Fashion,2017,5,1,67.63,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,1,7,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,13.526,54.4452
Kab. Bekasi,Cabangbungin,-6.285917005839885,107.0261569241242,False,Pertanian,2012,6,1,91.06,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,1,12,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,15.176666666666668,54.4452
Kab. Bekasi,Cabangbungin,-6.293604444413065,107.03093511430356,False,Makanan,2024,1,1,23.56,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,0,0,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,23.56,54.4452
Kab. Bekasi,Cabangbungin,-6.287303062766331,107.04322623294333,False,Kerajinan,2018,1,1,70.35,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,1,6,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,70.35,54.4452
Kab. Bekasi,Cabangbungin,-6.284648254112636,107.03277575106831,False,Fashion,2011,1,1,51.45,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,1,13,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,51.45,54.4452
Kab. Bekasi,Cabangbungin,-6.281962981349765,107.04540028182024,False,Makanan,2021,5,0,35.27,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,52.34,1,3,0.33067,0.27914034922995334,2.29,12306.333333333334,0.342,0.292,0.6528,7.054,54.4452
Kab. Bekasi,Cabangbungin,-6.2825218782051735,107.02726128852314,False,Makanan,2013,9,1,48.39,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,1,11,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,5.376666666666667,54.4452
Kab. Bekasi,Cabangbungin,-6.287160026813273,107.04446520051606,False,Makanan,2015,1,0,61.63,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,52.34,1,9,0.33067,0.27914034922995334,2.29,12306.333333333334,0.342,0.292,0.6528,61.63,54.4452
Kab. Bekasi,Cabangbungin,-6.289197714653544,107.03425374564652,False,Makanan,2024,3,0,54.29,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,52.34,1,0,0.33067,0.27914034922995334,2.29,12306.333333333334,0.342,0.292,0.6528,18.096666666666668,54.4452
Kab. Bekasi,Cabangbungin,-6.283868035180888,107.04356948321252,False,Fashion,2017,3,1,63.48,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,0,7,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,21.16,54.4452
Kab. Bekasi,Cabangbungin,-6.280765239972141,107.0396247570803,False,Makanan,2018,1,1,50.44,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,0,6,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,50.44,54.4452
Kab. Bekasi,Cabangbungin,-6.280054113826846,107.04443945743004,False,Pertanian,2018,4,0,40.17,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,52.34,1,6,0.33067,0.27914034922995334,2.29,12306.333333333334,0.342,0.292,0.6528,10.0425,54.4452
Kab. Bekasi,Cabangbungin,-6.278764214190472,107.03980276718548,False,Fashion,2016,1,0,186.46,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,52.34,0,8,0.33067,0.27914034922995334,2.29,12306.333333333334,0.342,0.292,0.6528,186.46,54.4452
Kab. Bekasi,Cabangbungin,-6.2896480175802205,107.03414361473943,False,Kerajinan,2016,6,1,35.99,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,59.94,0,8,0.33067,0.27914034922995334,2.29,12306.333333333334,0.8420000000000001,0.292,0.6528,5.998333333333334,54.4452
Kab. Bekasi,Cabangbungin,-6.289299251257057,107.02915373336192,False,Makanan,2012,3,0,89.95,147676,39406.7,6.45,1.71,3.8,68.4,76.9,11,1.36,36.0,0.496,0.088,52.34,0,12,0.33067,0.27914034922995334,2.29,12306.333333333334,0.342,0.292,0.6528,29.983333333333334,54.4452
Kab. Bekasi,Pebayuran,-6.279591416579496,106.9229490260088,False,Makanan,2020,1,0,42.51,53273,5080.1,12.72,0.67,5.35,63.1,75.1,4,5.84,37.8,0.56,0.174,67.76,1,4,0.636848,0.7873860750772621,3.953333333333333,10654.6,0.3155,0.367,0.5721999999999999,42.51,47.5383
Kab. Bekasi,Pebayuran,-6.273632562454247,106.919621225718,False,Makanan,2014,3,1,55.78,53273,5080.1,12.72,0.67,5.35,63.1,75.1,4,5.84,37.8,0.56,0.174,75.35,1,10,0.636848,0.7873860750772621,3.953333333333333,10654.6,0.8155,0.367,0.5721999999999999,18.593333333333334,47.5383
Kab. Bekasi,Pebayuran,-6.281634117533533,106.92771201305442,False,Jasa,2016,2,0,53.81,53273,5080.1,12.72,0.67,5.35,63.1,75.1,4,5.84,37.8,0.56,0.174,67.76,1,8,0.636848,0.7873860750772621,3.953333333333333,10654.6,0.3155,0.367,0.5721999999999999,26.905,47.5383
Kab. Bekasi,Pebayuran,-6.27890480150951,106.92769119905374,False,Fashion,2016,1,1,100.7,53273,5080.1,12.72,0.67,5.35,63.1,75.1,4,5.84,37.8,0.56,0.174,75.35,1,8,0.636848,0.7873860750772621,3.953333333333333,10654.6,0.8155,0.367,0.5721999999999999,100.7,47.5383
Kab. Bekasi,Pebayuran,-6.278705719249195,106.92155406311956,False,Jasa,2024,1,0,63.66,53273,5080.1,12.72,0.67,5.35,63.1,75.1,4,5.84,37.8,0.56,0.174,67.76,0,0,0.636848,0.7873860750772621,3.953333333333333,10654.6,0.3155,0.367,0.5721999999999999,63.66,47.5383
Kab. Bekasi,Pebayuran,-6.266588720766286,106.93266032628036,False,Fashion,2017,7,1,108.62,53273,5080.1,12.72,0.67,5.35,63.1,75.1,4,5.84,37.8,0.56,0.174,75.35,1,7,0.636848,0.7873860750772621,3.953333333333333,10654.6,0.8155,0.367,0.5721999999999999,15.517142857142858,47.5383
Kab. Bekasi,Pebayuran,-6.269007409826963,106.91954480344964,False,Makanan,2021,3,0,39.75,53273,5080.1,12.72,0.67,5.35,63.1,75.1,4,5.84,37.8,0.56,0.174,67.76,1,3,0.636848,0.7873860750772621,3.953333333333333,10654.6,0.3155,0.367,0.5721999999999999,13.25,47.5383
Kab. Bekasi,Kedungwaringin,-6.213051506200177,106.94059106173536,False,Fashion,2023,4,1,85.46,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,56.27,1,1,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.7955,0.311,0.6509,21.365,46.3008
Kab. Bekasi,Kedungwaringin,-6.214053640860923,106.95181935788035,False,Fashion,2017,3,1,72.26,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,56.27,1,7,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.7955,0.311,0.6509,24.08666666666667,46.3008
Kab. Bekasi,Kedungwaringin,-6.21752980987117,106.94974673310249,False,Makanan,2019,1,0,66.86,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,48.68,1,5,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.2955,0.311,0.6509,66.86,46.3008
Kab. Bekasi,Kedungwaringin,-6.221793216042461,106.94263016383464,False,Fashion,2020,1,0,84.64,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,48.68,1,4,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.2955,0.311,0.6509,84.64,46.3008
Kab. Bekasi,Kedungwaringin,-6.218147439805862,106.955244329592,False,Fashion,2022,4,0,64.43,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,48.68,0,2,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.2955,0.311,0.6509,16.1075,46.3008
Kab. Bekasi,Kedungwaringin,-6.224606447647032,106.94802774044014,False,Kerajinan,2013,1,1,38.23,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,56.27,0,11,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.7955,0.311,0.6509,38.23,46.3008
Kab. Bekasi,Kedungwaringin,-6.217104127211581,106.9532574267616,False,Jasa,2016,4,1,78.18,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,56.27,1,8,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.7955,0.311,0.6509,19.545,46.3008
Kab. Bekasi,Kedungwaringin,-6.209555005758934,106.94186741253412,False,Fashion,2010,7,1,68.05,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,56.27,1,14,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.7955,0.311,0.6509,9.721428571428572,46.3008
Kab. Bekasi,Kedungwaringin,-6.214787265760081,106.94992566167583,False,Makanan,2024,1,0,35.24,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,48.68,0,0,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.2955,0.311,0.6509,35.24,46.3008
Kab. Bekasi,Kedungwaringin,-6.21657884898384,106.95596556653943,False,Kerajinan,2010,2,0,38.96,72000,5278.9,8.16,0.46,10.62,59.1,67.2,7,0.48,32.1,0.431,0.191,48.68,1,14,0.36556800000000006,1.3260338328060772,3.8533333333333335,9000.0,0.2955,0.311,0.6509,19.48,46.3008
Kab. Bekasi,Cibarusah,-6.173440613049491,107.07549742130595,False,Makanan,2014,4,1,90.87,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,57.23,1,10,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.8295,0.358,0.5738,22.7175,49.1772
Kab. Bekasi,Cibarusah,-6.169635996198057,107.06909484201628,False,Fashion,2022,1,0,84.76,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,49.64,1,2,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.3295,0.358,0.5738,84.76,49.1772
Kab. Bekasi,Cibarusah,-6.162372814941135,107.08052587075386,False,Fashion,2010,7,1,84.92,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,57.23,1,14,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.8295,0.358,0.5738,12.131428571428572,49.1772
Kab. Bekasi,Cibarusah,-6.1770264900216025,107.0821980629643,False,Fashion,2012,2,0,103.15,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,49.64,0,12,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.3295,0.358,0.5738,51.575,49.1772
Kab. Bekasi,Cibarusah,-6.177517727826807,107.07619894394944,False,Fashion,2012,5,0,117.54,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,49.64,1,12,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.3295,0.358,0.5738,23.508000000000003,49.1772
Kab. Bekasi,Cibarusah,-6.1770810746728095,107.06459152106694,False,Makanan,2010,2,1,48.21,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,57.23,1,14,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.8295,0.358,0.5738,24.105,49.1772
Kab. Bekasi,Cibarusah,-6.160572120110761,107.08093362231588,False,Makanan,2011,4,1,66.39,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,57.23,1,13,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.8295,0.358,0.5738,16.5975,49.1772
Kab. Bekasi,Cibarusah,-6.171778945588115,107.0745066247443,False,Pertanian,2024,3,0,16.5,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,49.64,0,0,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.3295,0.358,0.5738,5.5,49.1772
Kab. Bekasi,Cibarusah,-6.161039791754721,107.07413911153556,False,Makanan,2014,2,0,82.52,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,49.64,1,10,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.3295,0.358,0.5738,41.26,49.1772
Kab. Bekasi,Cibarusah,-6.1596918870099095,107.06960234820424,False,Kerajinan,2011,2,0,69.64,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,49.64,1,13,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.3295,0.358,0.5738,34.82,49.1772
Kab. Bekasi,Cibarusah,-6.174508695681156,107.06849475096186,False,Makanan,2010,3,1,30.75,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,57.23,1,14,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.8295,0.358,0.5738,10.25,49.1772
Kab. Bekasi,Cibarusah,-6.164541837693082,107.07304280175089,False,Jasa,2018,11,0,41.67,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,49.64,0,6,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.3295,0.358,0.5738,3.7881818181818185,49.1772
Kab. Bekasi,Cibarusah,-6.173118497947318,107.0705797765992,False,Fashion,2015,1,0,120.92,96340,12088.6,5.43,2.08,2.5,65.9,76.6,4,3.81,30.0,0.639,0.077,49.64,1,9,0.277292,0.3308902602451897,2.796666666666667,19268.0,0.3295,0.358,0.5738,120.92,49.1772
Kab. Bekasi,Bojongmangu,-6.18215939520509,106.9806692118721,False,Kerajinan,2017,1,0,58.86,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,1,7,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,58.86,56.1681
Kab. Bekasi,Bojongmangu,-6.169612551282256,106.97034110932594,False,Fashion,2023,5,1,72.55,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,1,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,14.51,56.1681
Kab. Bekasi,Bojongmangu,-6.164288444914996,106.97487809928457,False,Jasa,2018,4,1,156.36,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,0,6,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,39.09,56.1681
Kab. Bekasi,Bojongmangu,-6.182495406587388,106.97342241419702,False,Makanan,2011,6,1,47.81,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,13,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,7.968333333333334,56.1681
Kab. Bekasi,Bojongmangu,-6.173815723620734,106.98814773835448,False,Fashion,2014,2,1,88.98,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,10,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,44.49,56.1681
Kab. Bekasi,Bojongmangu,-6.174058268493153,106.9721289326046,False,Makanan,2024,2,0,32.29,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,0,0,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,16.145,56.1681
Kab. Bekasi,Bojongmangu,-6.164266556761403,106.98763545955212,False,Kerajinan,2019,1,1,30.66,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,5,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,30.66,56.1681
Kab. Bekasi,Bojongmangu,-6.170462186228171,106.97692270701874,False,Makanan,2017,2,1,58.75,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,7,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,29.375,56.1681
Kab. Bekasi,Bojongmangu,-6.181153199806138,106.97426051864454,False,Pertanian,2018,7,1,36.95,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,0,6,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,5.278571428571429,56.1681
Kab. Bekasi,Bojongmangu,-6.177374626939203,106.98217372738576,False,Fashion,2023,6,0,32.28,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,1,1,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,5.38,56.1681
Kab. Bekasi,Bojongmangu,-6.169193911732321,106.97443504902908,False,Makanan,2022,3,0,50.96,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,1,2,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,16.986666666666668,56.1681
Kab. Bekasi,Bojongmangu,-6.167826934623364,106.9713466472422,False,Fashion,2018,9,1,74.09,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,6,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,8.232222222222223,56.1681
Kab. Bekasi,Bojongmangu,-6.173425838383044,106.98243236779275,False,Makanan,2015,3,0,84.0,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,0,9,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,28.0,56.1681
Kab. Bekasi,Bojongmangu,-6.169451714894823,106.98277466430936,False,Pertanian,2023,3,0,12.08,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,0,1,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,4.026666666666666,56.1681
Kab. Bekasi,Bojongmangu,-6.181034815434567,106.98050481566884,False,Kerajinan,2015,4,1,137.26,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,9,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,34.315,56.1681
Kab. Bekasi,Bojongmangu,-6.169016196056181,106.9729176852986,False,Makanan,2023,5,1,34.69,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,0,1,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,6.938,56.1681
Kab. Bekasi,Bojongmangu,-6.17013528392521,106.98215853377988,False,Kerajinan,2021,1,1,24.2,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,3,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,24.2,56.1681
Kab. Bekasi,Bojongmangu,-6.167545410055597,106.97276323195186,False,Makanan,2013,5,1,42.24,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,11,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,8.448,56.1681
Kab. Bekasi,Bojongmangu,-6.17934693785401,106.98780401339498,False,Makanan,2011,1,0,49.61,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,1,13,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,49.61,56.1681
Kab. Bekasi,Bojongmangu,-6.171399918537804,106.98543488623072,False,Makanan,2020,7,1,83.87,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,4,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,11.981428571428571,56.1681
Kab. Bekasi,Bojongmangu,-6.166131958154346,106.98252350501292,False,Jasa,2012,13,0,77.02,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,1,12,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,5.924615384615384,56.1681
Kab. Bekasi,Bojongmangu,-6.167463055322461,106.98233667975872,False,Fashion,2020,1,1,49.04,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,4,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,49.04,56.1681
Kab. Bekasi,Bojongmangu,-6.168404518958455,106.9798521523919,False,Makanan,2011,4,1,72.97,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,13,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,18.2425,56.1681
Kab. Bekasi,Bojongmangu,-6.174458550734697,106.97002306541222,False,Makanan,2010,1,1,96.59,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,0,14,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,96.59,56.1681
Kab. Bekasi,Bojongmangu,-6.165437544857917,106.97527929330047,False,Jasa,2012,4,1,150.8,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,12,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,37.7,56.1681
Kab. Bekasi,Bojongmangu,-6.1675906435141785,106.97950284595908,False,Jasa,2023,3,1,78.64,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,1,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,26.213333333333335,56.1681
Kab. Bekasi,Bojongmangu,-6.178393384322619,106.97569101750008,False,Pertanian,2013,3,1,86.13,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,11,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,28.709999999999997,56.1681
Kab. Bekasi,Bojongmangu,-6.17732293101049,106.97180372569788,False,Jasa,2010,4,1,151.39,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,0,14,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,37.8475,56.1681
Kab. Bekasi,Bojongmangu,-6.179934662316569,106.97687094184752,False,Makanan,2023,1,0,61.52,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,1,1,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,61.52,56.1681
Kab. Bekasi,Bojongmangu,-6.178786809041899,106.97709022478132,False,Makanan,2016,2,1,85.47,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,8,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,42.735,56.1681
Kab. Bekasi,Bojongmangu,-6.175387009419775,106.9755513567402,False,Makanan,2024,1,0,38.32,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,1,0,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,38.32,56.1681
Kab. Bekasi,Bojongmangu,-6.164554928142327,106.98742902567125,False,Pertanian,2013,4,1,47.46,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,0,11,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,11.865,56.1681
Kab. Bekasi,Bojongmangu,-6.173466920307348,106.97456777690986,False,Makanan,2015,5,1,94.87,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,0,9,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,18.974,56.1681
Kab. Bekasi,Bojongmangu,-6.176901148748066,106.97251375010715,False,Makanan,2016,8,0,39.62,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,69.33,0,8,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.46049999999999996,0.361,0.5253,4.9525,56.1681
Kab. Bekasi,Bojongmangu,-6.182269302475975,106.9757469940118,False,Kerajinan,2018,2,1,38.93,257352,82158.8,13.17,3.42,0.28,92.1,87.9,22,4.26,22.1,0.614,0.108,76.93,1,6,0.7717620000000001,0.26777411549341035,2.6533333333333333,11189.217391304348,0.9604999999999999,0.361,0.5253,19.465,56.1681
Kab. Bekasi,Sukatani,-6.319510190592155,107.05888117508756,False,Makanan,2011,1,1,61.85,101877,16652.7,8.53,6.61,14.58,74.4,54.4,0,0.94,30.2,0.521,0.167,58.78,1,13,0.30935466666666667,0.0,7.376666666666668,101877.0,0.8720000000000001,0.34400000000000003,0.6322,61.85,35.68639999999999
