kabupaten_kota,kecamatan,latitude,longitude,is_kota,jenis_usaha,tahun_berdiri,jumlah_karyawan,has_digital_presence,omset_bulanan,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa,skor_potensi,is_survived_3yr
Kab. Bandung,Rancabali,-7.040804472231475,107.5403507934674,False,Makanan,2021,7,0,63.31,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,74.16,0
Kab. Bandung,Rancabali,-7.045985791520018,107.53898373953831,False,Kerajinan,2014,2,1,56.61,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Rancabali,-7.042205063774312,107.54034663930372,False,Makanan,2023,6,1,72.12,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Rancabali,-7.044702031627435,107.54582417223438,False,Makanan,2019,5,1,26.36,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Rancabali,-7.046416266254167,107.54888404226055,False,Makanan,2016,5,0,26.4,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,74.16,1
Kab. Bandung,Rancabali,-7.035884272074169,107.5493575914107,False,Fashion,2016,3,0,64.44,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,74.16,0
Kab. Bandung,Rancabali,-7.038066678107746,107.54041972662958,False,Pertanian,2011,3,1,52.56,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,0
Kab. Bandung,Rancabali,-7.049815732042933,107.53705636531475,False,Makanan,2020,2,1,50.38,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Rancabali,-7.040580612043687,107.53472838288785,False,Makanan,2017,3,1,96.72,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Rancabali,-7.048057790746281,107.54647446718675,False,Kerajinan,2020,8,1,39.75,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,0
Kab. Bandung,Rancabali,-7.053640575140171,107.54255382191168,False,Makanan,2021,3,1,91.1,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Rancabali,-7.037956243407289,107.53757790639503,False,Makanan,2018,5,1,51.86,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Rancabali,-7.049554702425507,107.53305039628552,False,Makanan,2020,4,0,22.6,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,74.16,0
Kab. Bandung,Rancabali,-7.036757925457617,107.55116631464124,False,Fashion,2014,2,0,57.09,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,74.16,1
Kab. Bandung,Rancabali,-7.044671600685398,107.53636108974128,False,Jasa,2023,1,0,64.75,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,74.16,0
Kab. Bandung,Rancabali,-7.050396049272591,107.53297439491665,False,Makanan,2019,2,0,47.96,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,74.16,1
Kab. Bandung,Rancabali,-7.046851396826502,107.54856750452144,False,Kerajinan,2010,3,1,70.77,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Rancabali,-7.051150117985039,107.53521208643775,False,Makanan,2020,2,1,41.17,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Rancabali,-7.037087014676119,107.53418905151227,False,Fashion,2023,8,0,52.12,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,74.16,1
Kab. Bandung,Rancabali,-7.0406657249859625,107.5351713450601,False,Makanan,2019,1,0,41.37,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,74.16,1
Kab. Bandung,Rancabali,-7.050577149916398,107.5381191598252,False,Fashion,2013,2,1,112.48,166330,14120.9,15.0,0.2,0.2,56.4,79.6,2,2.82,35.6,0.197,0.427,81.75,1
Kab. Bandung,Pasirjambu,-7.062490446977907,107.55915566430632,False,Makanan,2013,5,0,72.58,60700,915.1,6.28,0.13,5.11,77.4,83.1,2,4.61,25.2,0.074,0.481,59.49,1
Kab. Bandung,Pasirjambu,-7.047931823321133,107.56592151684033,False,Makanan,2016,5,1,36.1,60700,915.1,6.28,0.13,5.11,77.4,83.1,2,4.61,25.2,0.074,0.481,67.08,1
Kab. Bandung,Pasirjambu,-7.057513807181748,107.56696468676446,False,Makanan,2021,4,1,29.85,60700,915.1,6.28,0.13,5.11,77.4,83.1,2,4.61,25.2,0.074,0.481,67.08,1
Kab. Bandung,Pasirjambu,-7.060219917613244,107.55997182191629,False,Pertanian,2011,3,0,42.86,60700,915.1,6.28,0.13,5.11,77.4,83.1,2,4.61,25.2,0.074,0.481,59.49,1
Kab. Bandung,Pasirjambu,-7.053473328306838,107.56053611218239,False,Makanan,2020,1,0,41.33,60700,915.1,6.28,0.13,5.11,77.4,83.1,2,4.61,25.2,0.074,0.481,59.49,1
Kab. Bandung,Pasirjambu,-7.049710219213181,107.5544790940913,False,Jasa,2024,1,1,44.57,60700,915.1,6.28,0.13,5.11,77.4,83.1,2,4.61,25.2,0.074,0.481,67.08,1
Kab. Bandung,Pasirjambu,-7.06158379059554,107.56280236129011,False,Makanan,2018,4,1,52.6,60700,915.1,6.28,0.13,5.11,77.4,83.1,2,4.61,25.2,0.074,0.481,67.08,1
Kab. Bandung,Pasirjambu,-7.060026393606163,107.56580502857842,False,Makanan,2012,3,1,49.13,60700,915.1,6.28,0.13,5.11,77.4,83.1,2,4.61,25.2,0.074,0.481,67.08,1
Kab. Bandung,Cangkuang,-6.992724756016321,107.54783670286534,False,Pertanian,2010,1,1,43.58,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.999286381874909,107.54603629108867,False,Makanan,2021,1,1,49.33,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,0
Kab. Bandung,Cangkuang,-6.991996903266517,107.5474308989834,False,Kerajinan,2014,3,0,38.9,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kab. Bandung,Cangkuang,-6.990294285572661,107.5539017196675,False,Fashion,2016,5,1,73.84,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,0
Kab. Bandung,Cangkuang,-7.002734449033887,107.55004193538608,False,Fashion,2020,4,0,66.53,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.992163167295995,107.54960112220947,False,Fashion,2019,5,1,43.95,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.9896670586184895,107.54869533473472,False,Kerajinan,2015,1,1,53.06,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.005742049928128,107.5484861237785,False,Makanan,2012,1,0,33.14,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.999009391634524,107.54847520988915,False,Pertanian,2021,2,1,30.96,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.995877222744402,107.54587080109349,False,Kerajinan,2018,3,0,50.15,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kab. Bandung,Cangkuang,-6.998793113556475,107.55386157972578,False,Pertanian,2024,11,0,24.53,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kab. Bandung,Cangkuang,-7.005028067731662,107.55502037927381,False,Fashion,2012,2,0,102.24,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-7.000229521785895,107.56209892830093,False,Jasa,2012,10,1,116.95,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,0
Kab. Bandung,Cangkuang,-7.007033325854212,107.54413579657738,False,Makanan,2015,3,1,38.13,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.9938831558192485,107.54961159133295,False,Jasa,2015,3,1,96.54,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.990579347875089,107.54643064814593,False,Jasa,2017,7,1,125.5,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,0
Kab. Bandung,Cangkuang,-7.007353956770701,107.56259534692315,False,Makanan,2020,8,0,24.7,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.99488005432395,107.55043037018909,False,Makanan,2013,2,1,69.94,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.994743331615044,107.55712753723631,False,Makanan,2010,1,1,164.78,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.989898615747242,107.55921024018421,False,Kerajinan,2011,3,0,26.81,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kab. Bandung,Cangkuang,-7.005820227033433,107.55135101851599,False,Makanan,2015,2,0,52.05,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kab. Bandung,Cangkuang,-7.006262254197285,107.5552811894035,False,Makanan,2017,2,1,48.2,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.996748330154845,107.5476460192116,False,Makanan,2013,2,1,50.17,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.00377857130265,107.54490391371529,False,Makanan,2015,1,0,50.25,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.9911903118528675,107.56165075416554,False,Makanan,2016,3,0,134.26,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.996286934098228,107.56246074570831,False,Makanan,2015,1,1,53.03,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.00347684577356,107.55512628084962,False,Fashion,2011,2,1,141.41,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.998023016026289,107.55318972390252,False,Makanan,2016,3,0,29.25,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kab. Bandung,Cangkuang,-7.002035411401607,107.55159615473472,False,Makanan,2023,4,0,19.59,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kab. Bandung,Cangkuang,-6.99114756457257,107.55946321101965,False,Fashion,2014,1,1,49.01,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.996038165592732,107.5478859750871,False,Makanan,2013,1,0,99.5,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.990993502108203,107.5463404297692,False,Jasa,2024,14,1,57.15,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.988529084082688,107.54990703812065,False,Jasa,2012,10,0,85.7,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.995665508154845,107.54342081339486,False,Jasa,2015,1,0,90.64,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.996552369909694,107.54715957217977,False,Jasa,2013,1,1,117.1,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.005628220071929,107.54697992853576,False,Jasa,2024,5,1,47.19,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.998131082480792,107.55392122693436,False,Makanan,2017,1,1,68.91,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.993109683503191,107.54922421844284,False,Kerajinan,2017,5,0,43.84,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-7.001757788617514,107.55313690148967,False,Makanan,2012,6,1,38.18,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.000781439168062,107.54468238493945,False,Fashion,2017,1,1,95.76,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.988224085394675,107.54857131773724,False,Pertanian,2011,6,1,14.29,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,0
Kab. Bandung,Cangkuang,-6.999515386562221,107.55208686205607,False,Fashion,2024,1,1,89.04,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,0
Kab. Bandung,Cangkuang,-7.00265248341411,107.54646966464969,False,Fashion,2019,2,1,54.42,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.997585509126777,107.55614296250533,False,Jasa,2013,4,1,222.36,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.00761583770572,107.5483671679127,False,Kerajinan,2014,3,0,51.62,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.995675371421725,107.56063057118776,False,Makanan,2016,5,0,59.0,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.989863860616152,107.55006746983753,False,Makanan,2024,1,0,64.46,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.992328569999541,107.54402444628786,False,Pertanian,2018,3,1,37.75,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.007015218183239,107.56332731322,False,Kerajinan,2012,3,0,28.98,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.9991443830377005,107.55259433048597,False,Kerajinan,2017,2,1,65.16,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.993644182899303,107.54521022752105,False,Pertanian,2022,3,1,19.55,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.998447471918147,107.56118251629405,False,Kerajinan,2013,5,1,77.08,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.002482803567069,107.55149984268373,False,Jasa,2016,2,1,58.32,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.005429998847813,107.54502486400419,False,Kerajinan,2023,5,1,30.95,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.991046176122917,107.56303503594705,False,Makanan,2018,3,1,84.18,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.0077775035578025,107.54536932636252,False,Kerajinan,2016,8,1,150.64,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,0
Kab. Bandung,Cangkuang,-6.992567064699665,107.55507047681235,False,Makanan,2018,1,1,75.34,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-6.990043365897118,107.56044177678595,False,Makanan,2020,1,0,41.89,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-7.0043042282956005,107.55368025316864,False,Fashion,2012,3,0,57.81,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kab. Bandung,Cangkuang,-6.991469454356597,107.56173584002724,False,Fashion,2012,3,0,131.31,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kab. Bandung,Cangkuang,-7.0055867750538106,107.56144246748326,False,Makanan,2021,5,1,38.4,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,0
Kab. Bandung,Cangkuang,-7.006596376627412,107.56138159415087,False,Fashion,2010,1,0,114.98,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.9938369042223485,107.55725959467087,False,Makanan,2018,8,0,35.6,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.989947868228983,107.55614688977154,False,Fashion,2024,9,1,60.55,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,0
Kab. Bandung,Cangkuang,-7.000710720076702,107.56297552238706,False,Kerajinan,2022,10,1,45.71,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.007722366133489,107.55344065453356,False,Kerajinan,2024,5,0,39.05,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,1
Kab. Bandung,Cangkuang,-6.999132483017593,107.55338023373425,False,Kerajinan,2020,1,1,38.19,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.0032809230294735,107.55131898216995,False,Jasa,2020,2,1,65.96,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,67.98,1
Kab. Bandung,Cangkuang,-7.007076125514056,107.55097371281545,False,Kerajinan,2023,4,0,32.36,500000,42990.7,8.88,0.1,7.25,73.6,78.8,16,4.92,38.4,0.203,0.181,60.39,0
Kota Bandung,Coblong,-6.849663352073657,107.58529786354961,True,Jasa,2014,7,0,193.15,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,81.01,1
Kota Bandung,Coblong,-6.852592706981106,107.58589862195237,True,Makanan,2015,6,1,164.15,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,88.6,1
Kota Bandung,Coblong,-6.859952661043487,107.58623353265179,True,Jasa,2012,3,0,121.09,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,81.01,1
Kota Bandung,Coblong,-6.852988593535017,107.58551911112438,True,Makanan,2013,6,1,110.75,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,88.6,0
Kota Bandung,Coblong,-6.866289184546246,107.5931007173697,True,Jasa,2024,5,1,96.08,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,88.6,1
Kota Bandung,Coblong,-6.848360831634056,107.59288319024535,True,Makanan,2011,5,0,52.98,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,81.01,1
Kota Bandung,Coblong,-6.859304056071217,107.59610056869288,True,Kerajinan,2013,6,0,34.66,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,81.01,1
Kota Bandung,Coblong,-6.850901221787534,107.5939586993133,True,Pertanian,2020,3,0,56.37,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,81.01,0
Kota Bandung,Coblong,-6.856377173637548,107.58121445875578,True,Kerajinan,2013,1,1,56.74,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,88.6,1
Kota Bandung,Coblong,-6.851225538000344,107.58849624569503,True,Makanan,2018,6,0,33.6,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,81.01,1
Kota Bandung,Coblong,-6.866769699774576,107.59254884449257,True,Makanan,2013,35,0,70.67,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,81.01,1
Kota Bandung,Coblong,-6.863252453446871,107.58232362100891,True,Makanan,2021,5,1,45.35,90643,8120.2,13.73,2.34,1.8,81.4,83.8,0,3.06,29.0,0.284,0.301,88.6,0
Kota Bandung,Bandung Wetan,-6.943958386569288,107.622827589081,True,Fashion,2017,7,1,105.8,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.9533939145057095,107.62338539495582,True,Kerajinan,2016,2,1,49.16,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,0
Kota Bandung,Bandung Wetan,-6.953060768050956,107.61444251882757,True,Kerajinan,2016,3,0,54.52,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,65.5,0
Kota Bandung,Bandung Wetan,-6.945206689882896,107.6136007171714,True,Jasa,2021,2,1,35.45,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.941945350308473,107.61363734808597,True,Fashion,2016,8,1,64.22,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,0
Kota Bandung,Bandung Wetan,-6.9495735876142755,107.62654012142009,True,Makanan,2022,5,1,39.28,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.9516606658222315,107.61629530059837,True,Jasa,2017,5,0,83.66,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,65.5,1
Kota Bandung,Bandung Wetan,-6.942350925740555,107.60768666561968,True,Pertanian,2024,1,1,41.23,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.935341252312607,107.61364001391088,True,Pertanian,2017,1,1,53.67,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.944170528420471,107.61713220691516,True,Makanan,2024,5,1,68.77,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.943814042946757,107.60710308790902,True,Kerajinan,2022,1,1,30.33,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.951313019610934,107.61394023280512,True,Fashion,2012,2,1,118.55,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.939728400017636,107.61573689544751,True,Makanan,2011,3,1,62.15,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,0
Kota Bandung,Bandung Wetan,-6.936916337227034,107.62600696524382,True,Makanan,2016,3,0,47.51,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,65.5,0
Kota Bandung,Bandung Wetan,-6.952981296667025,107.61145402735126,True,Makanan,2010,5,0,66.41,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,65.5,1
Kota Bandung,Bandung Wetan,-6.936283255947571,107.60708196398379,True,Makanan,2011,2,0,50.49,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,65.5,0
Kota Bandung,Bandung Wetan,-6.948095204354082,107.61482817390275,True,Kerajinan,2021,2,1,48.04,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.952200737038258,107.61964377842641,True,Makanan,2015,6,1,93.5,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.937701917735509,107.613372993308,True,Jasa,2020,4,1,57.02,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,0
Kota Bandung,Bandung Wetan,-6.948340720976347,107.61733981140306,True,Makanan,2023,2,0,18.71,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,65.5,0
Kota Bandung,Bandung Wetan,-6.9525214754569,107.62204715082862,True,Kerajinan,2020,12,1,60.77,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,1
Kota Bandung,Bandung Wetan,-6.95273575211473,107.61486531839371,True,Jasa,2019,1,1,204.39,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,73.09,0
Kota Bandung,Bandung Wetan,-6.946025693734432,107.60981279497537,True,Fashion,2017,3,0,55.22,322386,27493.3,10.0,10.51,3.03,87.3,65.3,8,0.34,41.4,0.246,0.292,65.5,1
