index,actual_skor_potensi,predicted_skor_potensi,kabupaten_kota,kecamatan,residual
7596,31.32,31.425829,Kab. Sumedang,Tanjungkerta,-0.10582893371582003
9817,86.76,86.74364,Kota Cimahi,Cimahi Utara,0.016362915039067616
8506,43.31,43.269768,Kab. Subang,Cijambe,0.040232238769533524
6491,21.98,21.813673,Kab. Ciamis,Banjaranyar,0.16632698059082074
7709,38.76,38.687176,Kab. Indramayu,Losarang,0.07282424926757614
6163,18.72,18.738943,Kab. Garut,Sukaresmi,-0.018943099975587074
6635,12.05,12.042218,Kab. Kuningan,Garawangi,0.007781791687012429
585,76.82,76.79339,Kab. Bandung,Soreang,0.02661163330077443
4070,41.91,41.736904,Kab. Tasikmalaya,Pancatengah,0.17309585571288721
4489,56.78,56.737984,Kab. Cirebon,Kedawung,0.04201629638671989
797,78.81,78.86075,Kota Bandung,Sumur Bandung,-0.050748291015622726
3683,70.77,70.65431,Kota Depok,Sawangan,0.11568786621093352
4374,63.82,63.711845,Kota Tasikmalaya,Purbaratu,0.10815460205078153
660,67.08,67.167015,Kab. Bandung,Pasirjambu,-0.08701507568359546
6454,32.25,32.206394,Kab. Ciamis,Panjalu,0.043605804443359375
9905,61.0,60.997387,Kota Cimahi,Cimahi Selatan,0.002613067626953125
6817,37.26,37.221115,Kab. Kuningan,Cibingbin,0.03888488769531051
4455,73.32,73.29055,Kota Tasikmalaya,Cibeureum,0.02944976806639943
7874,47.19,47.12897,Kab. Indramayu,Bongas,0.0610289001464821
9648,67.04,66.978775,Kab. Bandung Barat,Padalarang,0.06122497558594375
8049,58.69,58.704315,Kab. Indramayu,Balongan,-0.014315185546877274
5711,37.31,37.204544,Kab. Sukabumi,Cidadap,0.10545593261718977
2670,69.77,69.722595,Kab. Bekasi,Cikarang Barat,0.04740478515624602
7291,45.29,45.256023,Kab. Sumedang,Sumedang Utara,0.03397659301757727
2762,62.6,62.613415,Kab. Bekasi,Cikarang Selatan,-0.013414764404295454
5720,21.8,22.315353,Kab. Sukabumi,Sirnaresmi,-0.5153533935546868
6965,56.96,57.0445,Kab. Majalengka,Kadipaten,-0.08449844360351477
880,79.81,79.8238,Kota Bandung,Cidadap,-0.013799133300778976
1780,80.22,80.25089,Kab. Bogor,Cisarua,-0.030892639160157387
4103,16.55,16.569973,Kab. Tasikmalaya,Sukaratu,-0.019972991943358664
9013,36.63,36.65041,Kab. Karawang,Cilamaya Wetan,-0.020409698486325567
994,77.32,77.31555,Kota Bandung,Bojongloa Kaler,0.004448242187493179
8457,47.15,47.095486,Kab. Subang,Tanjungsiang,0.054514312744139204
1118,80.93,80.92335,Kota Bandung,Batununggal,0.006652526855475571
3099,91.43,91.41465,Kota Bekasi,Bekasi Timur,0.015350036621100571
9815,79.17,79.1944,Kota Cimahi,Cimahi Utara,-0.024396972656248295
4628,60.58,60.68756,Kab. Cirebon,Gempol,-0.1075610351562517
9901,68.59,68.609474,Kota Cimahi,Cimahi Selatan,-0.01947418212890284
253,63.37,63.212326,Kab. Bandung,Cimaung,0.15767395019530994
2639,65.48,65.52565,Kota Bogor,Tanah Sareal,-0.04565002441405852
1012,77.32,77.322845,Kota Bandung,Bojongloa Kaler,-0.002845458984381821
9999,66.47,66.44836,Kota Banjar,Langensari,0.021643371582030113
2704,62.6,62.62599,Kab. Bekasi,Cikarang Selatan,-0.02599182128906108
564,76.82,76.799446,Kab. Bandung,Soreang,0.02055389404296193
8901,66.44,66.36573,Kab. Karawang,Ciampel,0.07426971435546648
6457,32.25,32.24209,Kab. Ciamis,Panjalu,0.00791168212890625
8946,56.0,55.975704,Kab. Karawang,Tegalwaru,0.024295806884765625
7663,43.91,43.89278,Kab. Indramayu,Jatibarang,0.017219696044918464
6066,22.8,22.84444,Kab. Garut,Caringin,-0.044440460205077414
9511,65.25,65.180084,Kab. Bandung Barat,Parongpong,0.069915771484375
9655,63.98,64.29717,Kab. Bandung Barat,Batujajar,-0.3171725463867219
8533,52.8,52.835125,Kab. Subang,Cikaum,-0.03512496948242472
2219,76.3,76.30184,Kab. Bogor,Gunung Sindur,-0.0018417358398465922
5948,19.78,19.76026,Kab. Garut,Banyuresmi,0.0197403717041027
6923,26.71,26.733852,Kab. Kuningan,Sindangagung,-0.023852386474608522
3646,79.97,79.804504,Kota Depok,Tapos,0.16549560546874886
9141,60.05,60.13557,Kab. Karawang,Rengasdengklok,-0.08557052612304972
6474,36.39,35.500954,Kab. Ciamis,Cipaku,0.8890463256835943
8507,43.31,43.25881,Kab. Subang,Cijambe,0.05119186401367415
2139,83.33,83.51285,Kab. Bogor,Jasinga,-0.1828479003906267
8096,60.88,60.79482,Kab. Subang,Kalijati,0.08518112182617443
6846,23.19,23.161955,Kab. Kuningan,Kalimanggis,0.02804512023925909
9605,60.87,60.881786,Kab. Bandung Barat,Cipeundeuy,-0.011786346435549433
5134,63.64,63.616734,Kota Cirebon,Kesambi,0.023266448974609943
8209,80.01,80.08867,Kab. Subang,Ciasem,-0.07866882324218238
6348,15.16,16.818773,Kab. Ciamis,Cijeungjing,-1.6587732696533202
526,56.22,56.22134,Kab. Bandung,Cikancung,-0.0013401794433605119
3679,78.36,78.42357,Kota Depok,Sawangan,-0.06356872558593807
9012,44.22,44.224686,Kab. Karawang,Cilamaya Wetan,-0.004685668945313637
3254,82.26,82.34351,Kota Bekasi,Bantar Gebang,-0.08351348876952613
2753,62.6,62.64603,Kab. Bekasi,Cikarang Selatan,-0.046030426025389204
2604,55.93,55.950798,Kota Bogor,Bogor Barat,-0.020798034667969034
3199,63.35,63.521564,Kota Bekasi,Medan Satria,-0.1715644836425767
742,81.01,81.28033,Kota Bandung,Coblong,-0.27032684326171363
1450,88.36,88.34688,Kota Bandung,Cibeunying Kidul,0.013121948242186932
3595,84.88,84.90919,Kota Depok,Cilodong,-0.029187316894535797
8012,49.57,49.516514,Kab. Indramayu,Lelea,0.05348617553710966
7571,55.39,55.38431,Kab. Sumedang,Ganeas,0.0056883239746099434
9837,78.68,78.530464,Kota Cimahi,Cimahi Tengah,0.14953582763672557
5092,35.92,36.015427,Kab. Cirebon,Panggangsari,-0.0954266357421858
631,67.02,66.918915,Kab. Bandung,Ciwidey,0.10108520507812102
7936,47.92,47.91877,Kab. Indramayu,Sindang,0.0012301635742204553
8337,52.15,52.049877,Kab. Subang,Blanakan,0.1001228332519517
4119,44.37,44.433273,Kab. Tasikmalaya,Leuwisari,-0.06327331542969006
8651,49.56,49.66114,Kab. Purwakarta,Pondoksalam,-0.10114044189452898
459,40.17,40.182243,Kab. Bandung,Rancaekek,-0.012243347167967045
6521,26.04,26.104256,Kab. Ciamis,Baregbeg,-0.0642556762695321
1425,84.66,84.61975,Kota Bandung,Sukasari,0.04024902343749659
6324,43.06,43.43911,Kab. Garut,Karangtengah,-0.3791098022460915
1730,75.13,75.09335,Kab. Bogor,Ciawi,0.03664672851562045
1049,73.88,73.907585,Kota Bandung,Kiaracondong,-0.027585144042973297
1034,87.57,87.66221,Kota Bandung,Babakan Ciparay,-0.09220855712891307
9288,50.88,50.874573,Kab. Karawang,Cilebar,0.005427246093752558
1809,55.47,55.462097,Kab. Bogor,Ciomas,0.007902832031248863
5141,71.24,71.367676,Kota Cirebon,Kesambi,-0.12767578125000512
3874,25.4,25.393103,Kab. Tasikmalaya,Sukarame,0.006897354125975141
7357,51.03,51.068077,Kab. Sumedang,Sumedang Selatan,-0.03807708740234261
7127,54.63,54.523624,Kab. Majalengka,Palasah,0.10637557983398693
5893,11.76,11.885717,Kab. Garut,Karangpawitan,-0.12571739196777365
4662,36.06,36.124714,Kab. Cirebon,Sedong,-0.06471389770507585
2032,44.98,45.162235,Kab. Bogor,Cigudeg,-0.18223526000976875
9380,21.95,22.00331,Kab. Pangandaran,Pangandaran,-0.0533092498779304
3406,81.04,81.02087,Kota Bekasi,Pondok Melati,0.019133605957037503
8059,42.7,42.81208,Kab. Indramayu,Pasekan,-0.11208038330077841
7377,60.49,60.34214,Kab. Sumedang,Tanjungsari,0.14785980224609574
6800,65.7,65.666435,Kab. Kuningan,Ciwaru,0.03356475830078409
3134,85.38,85.34426,Kota Bekasi,Bekasi Utara,0.0357388305664017
8970,67.75,67.76738,Kab. Karawang,Cilamaya Kulon,-0.0173797607421875
7588,38.91,38.88976,Kab. Sumedang,Tanjungkerta,0.020240936279293464
789,73.09,73.09051,Kota Bandung,Bandung Wetan,-0.0005075073242153394
5108,54.28,54.21784,Kota Cirebon,Harjamukti,0.06216171264648551
1604,54.67,54.66232,Kab. Bogor,Gunung Putri,0.00768081665039233
4496,56.16,56.212414,Kab. Cirebon,Weru,-0.052413787841800286
6359,25.2,25.181652,Kab. Ciamis,Sadananya,0.018347930908202414
6933,26.71,26.761202,Kab. Kuningan,Sindangagung,-0.05120185852050696
6734,38.77,38.843765,Kab. Kuningan,Pancalang,-0.07376525878905937
4163,50.26,50.19855,Kab. Tasikmalaya,Karangjaya,0.061448822021482385
9502,65.25,65.20581,Kab. Bandung Barat,Parongpong,0.044189453125
6428,56.82,56.70889,Kab. Ciamis,Panawangan,0.11111099243164091
9712,63.24,63.188602,Kab. Bandung Barat,Rongga,0.051397552490236365
8713,77.26,77.24174,Kab. Purwakarta,Tegalwaru,0.018262634277348866
594,76.82,76.79545,Kab. Bandung,Soreang,0.02455169677733693
3339,86.59,86.61639,Kota Bekasi,Mustika Jaya,-0.02638641357421534
5391,49.73,49.06036,Kab. Sukabumi,Tegalbuleud,0.6696400451660125
8745,49.79,49.532825,Kab. Purwakarta,Kiarapedes,0.257174530029296
1959,77.31,77.3407,Kab. Bogor,Leuwiliang,-0.030698242187497726
9979,76.69,76.53628,Kota Banjar,Pataruman,0.15372222900390398
7855,54.78,54.882854,Kab. Indramayu,Bongas,-0.10285446166992074
1937,69.71,69.6643,Kab. Bogor,Leuwiliang,0.045700988769525
2022,44.98,44.919743,Kab. Bogor,Cigudeg,0.06025741577148125
4738,48.44,48.4934,Kab. Cirebon,Kaliwedi,-0.053400573730471024
1161,68.18,68.19371,Kota Bandung,Arcamanik,-0.013710327148430679
5952,20.58,21.001204,Kab. Garut,Samarang,-0.4212035369873064
3786,83.35,83.325806,Kota Depok,Limo,0.024194335937494316
9120,59.87,59.87187,Kab. Karawang,Rawamerta,-0.001868133544924433
9657,85.71,85.556984,Kab. Bandung Barat,Cihampelas,0.1530160522460875
6525,26.04,26.112295,Kab. Ciamis,Baregbeg,-0.07229515075683679
1785,68.56,68.50781,Kab. Bogor,Sukaraja,0.052187500000002274
4169,18.92,18.951746,Kab. Tasikmalaya,Tanjungjaya,-0.03174598693847486
6606,38.92,38.89553,Kab. Kuningan,Cigugur,0.024469299316407955
2079,53.42,53.434586,Kab. Bogor,Tenjo,-0.014585571289060795
2199,42.16,42.150032,Kab. Bogor,Rumpin,0.00996795654296534
9771,55.14,55.072613,Kab. Bandung Barat,Saguling,0.0673872375488287
810,88.62,88.609604,Kota Bandung,Cicendo,0.010396118164067047
6942,26.71,26.711266,Kab. Kuningan,Sindangagung,-0.0012655639648428973
9574,76.55,76.55781,Kab. Bandung Barat,Cisarua,-0.007807922363284092
4675,64.0,64.12299,Kab. Cirebon,Astanajapura,-0.12299346923828125
8902,58.85,58.914417,Kab. Karawang,Ciampel,-0.0644172668457017
2356,81.31,81.25778,Kab. Bogor,Tanjungsari,0.052218017578127274
3680,78.36,78.42408,Kota Depok,Sawangan,-0.06407989501953182
9857,68.59,68.58895,Kota Cimahi,Cimahi Selatan,0.0010488891601596606
4056,33.9,33.933006,Kab. Tasikmalaya,Cikalong,-0.03300628662109517
4649,48.98,48.93616,Kab. Cirebon,Susukan,0.04383895874023125
3324,78.99,78.89143,Kota Bekasi,Mustika Jaya,0.09856628417968238
7567,32.51,32.78238,Kab. Sumedang,Situraja,-0.272379150390627
3317,86.59,86.60804,Kota Bekasi,Mustika Jaya,-0.01803985595702784
2436,59.87,59.94046,Kab. Bogor,Cigombong,-0.07046020507812756
9019,44.22,44.20546,Kab. Karawang,Cilamaya Wetan,0.014540405273436363
2474,72.53,72.41128,Kab. Bogor,Pamijahan,0.11872222900390739
9017,44.22,44.18173,Kab. Karawang,Cilamaya Wetan,0.03827163696288949
3179,74.18,74.15019,Kota Bekasi,Rawalumbu,0.02980773925781932
2329,77.99,77.99665,Kab. Bogor,Sukarata,-0.006650695800786366
153,58.84,58.804817,Kab. Bandung,Banjaran,0.03518280029297216
7476,50.77,50.792645,Kab. Sumedang,Tomo,-0.02264450073241875
6807,58.11,58.168354,Kab. Kuningan,Ciwaru,-0.05835403442382869
2355,81.31,81.26606,Kab. Bogor,Tanjungsari,0.043940124511721024
1909,51.4,51.31544,Kab. Bogor,Tajurhalang,0.0845588684082017
8744,68.18,68.1185,Kab. Purwakarta,Bungursari,0.06150024414063182
6344,36.86,36.820152,Kab. Ciamis,Cikoneng,0.03984771728515568
3579,84.88,84.89938,Kota Depok,Cilodong,-0.019383544921879547
7727,38.94,38.872177,Kab. Indramayu,Sukra,0.06782287597656023
1120,88.53,88.52551,Kota Bandung,Batununggal,0.004487304687501137
298,82.1,82.05429,Kab. Bandung,Ibun,0.045709228515619316
482,65.78,65.65724,Kab. Bandung,Cicalengka,0.12275817871093864
9456,16.76,16.658686,Kab. Pangandaran,Sidamulih,0.1013143157959
6511,52.59,52.45761,Kab. Ciamis,Purwadadi,0.1323889160156284
9826,86.76,86.75983,Kota Cimahi,Cimahi Utara,0.0001733398437551159
6692,23.76,23.94916,Kab. Kuningan,Darma,-0.18915962219238125
7633,59.37,59.36287,Kab. Sumedang,Buahdua,0.007130737304684942
3773,75.76,75.78644,Kota Depok,Limo,-0.026437988281244884
1705,56.37,56.392506,Kab. Bogor,Parung,-0.022505645751955683
5038,24.43,24.389881,Kab. Cirebon,Gunung Jati,0.04011886596679659
5154,71.24,71.35994,Kota Cirebon,Kesambi,-0.11993957519531762
1206,89.98,90.01035,Kota Bandung,Ujungberung,-0.03035308837890227
2473,80.13,80.18741,Kab. Bogor,Pamijahan,-0.05740844726562955
8399,62.74,62.87814,Kab. Subang,Patokbeusi,-0.13813949584960739
5371,22.92,22.93628,Kab. Sukabumi,Jampangtengah,-0.016279296874998295
2218,68.71,68.529015,Kab. Bogor,Gunung Sindur,0.18098541259765
5611,24.85,24.842691,Kab. Sukabumi,Kalibunder,0.007308578491212359
9401,37.76,38.00686,Kab. Pangandaran,Cimerak,-0.24685882568359574
7452,39.47,39.40039,Kab. Sumedang,Cimalaka,0.06960937499999886
5270,23.57,23.53777,Kab. Sukabumi,Parungkuda,0.03223068237304716
4992,63.21,63.249798,Kab. Cirebon,Gunungjati,-0.03979782104492102
3427,82.8,82.7584,Kota Depok,Beji,0.04160003662109091
4167,18.92,18.962887,Kab. Tasikmalaya,Tanjungjaya,-0.04288681030273267
9485,65.28,65.21088,Kab. Bandung Barat,Lembang,0.06912353515625114
983,69.72,69.71823,Kota Bandung,Bojongloa Kaler,0.0017687988281238631
7857,47.19,47.145264,Kab. Indramayu,Bongas,0.044736328124997726
87,70.51,70.51007,Kab. Bandung,Margaasih,-7.080078124488409e-05
5785,78.57,78.53868,Kota Sukabumi,Cikole,0.03131896972655568
9866,68.59,68.593506,Kota Cimahi,Cimahi Selatan,-0.0035058593749965894
1495,88.36,88.34196,Kota Bandung,Cibeunying Kidul,0.01804290771484318
565,76.82,76.78573,Kab. Bandung,Soreang,0.03427154541014943
4550,43.97,43.936157,Kab. Cirebon,Palimanan,0.03384277343749886
2293,57.75,57.844635,Kab. Bogor,Tenjolaya,-0.094635009765625
2005,44.98,45.166977,Kab. Bogor,Cigudeg,-0.18697692871094063
4183,27.62,27.576683,Kab. Tasikmalaya,Sukaraja,0.043316955566407245
4923,42.11,42.11625,Kab. Cirebon,Greged,-0.0062490844726568184
9190,50.75,50.671864,Kab. Karawang,Batujaya,0.07813644409179688
4783,44.73,44.78593,Kab. Cirebon,Lemahabang,-0.055930633544925
7282,52.78,52.972294,Kab. Majalengka,Sumberjaya,-0.1922938537597645
8567,37.83,37.83624,Kab. Purwakarta,Cibatu,-0.00623886108398608
1121,84.41,84.458534,Kota Bandung,Antapani,-0.04853424072265966
4895,51.86,51.845436,Kab. Cirebon,Talun,0.014563903808593182
5193,74.51,74.57215,Kota Cirebon,Kejaksan,-0.062151184082026134
7817,59.32,59.285698,Kab. Indramayu,Terisi,0.034302062988281534
8718,69.66,69.62425,Kab. Purwakarta,Tegalwaru,0.03574768066405909
8589,37.83,37.84788,Kab. Purwakarta,Cibatu,-0.01788131713867358
6254,39.55,39.783005,Kab. Garut,Sukawening,-0.23300476074219034
6771,53.07,53.041138,Kab. Kuningan,Selajambe,0.028862304687500284
8920,63.84,63.785343,Kab. Karawang,Pangkalan,0.054656829833987786
6466,28.49,28.498505,Kab. Ciamis,Jatinagara,-0.008504638671876563
5106,61.88,61.950783,Kota Cirebon,Harjamukti,-0.07078277587890369
7262,63.52,63.403572,Kab. Majalengka,Malausma,0.11642791748047188
3292,79.55,79.56484,Kota Bekasi,Jatisampurna,-0.014842224121096592
3395,81.04,80.9955,Kota Bekasi,Pondok Melati,0.04450134277344375
5862,40.08,40.071243,Kota Sukabumi,Cibeureum,0.008756713867185795
5982,29.74,29.780699,Kab. Garut,Kadungora,-0.04069877624511875
5750,81.92,81.92081,Kota Sukabumi,Gunungpuyuh,-0.0008068847656232947
7778,53.87,53.793922,Kab. Indramayu,Gabuswetan,0.07607757568359119
4536,56.46,56.447693,Kab. Cirebon,Depok,0.012307128906250853
4109,44.37,44.420197,Kab. Tasikmalaya,Leuwisari,-0.05019653320312756
8510,45.64,45.696724,Kab. Subang,Tambakdahan,-0.05672393798828068
4156,50.26,50.14784,Kab. Tasikmalaya,Karangjaya,0.11216140747070114
9264,48.09,48.0465,Kab. Karawang,Pedes,0.04349884033203466
8541,52.54,53.216354,Kab. Subang,Pabuaran,-0.6763543701171884
134,51.25,51.34662,Kab. Bandung,Banjaran,-0.09661865234375
6453,32.25,32.202473,Kab. Ciamis,Panjalu,0.047527313232421875
9898,61.0,60.98632,Kota Cimahi,Cimahi Selatan,0.01367950439453125
8648,46.74,46.146206,Kab. Purwakarta,Plered,0.5937940979003926
6035,48.15,47.63857,Kab. Garut,Selaawi,0.5114311218261705
8725,63.94,63.99727,Kab. Purwakarta,Wanayasa,-0.057268676757814774
5637,43.87,43.962715,Kab. Sukabumi,Cikembar,-0.09271514892578381
4714,52.47,52.43282,Kab. Cirebon,Pangenan,0.03718063354492074
4514,48.86,48.808918,Kab. Cirebon,Depok,0.05108200073242131
1434,84.3,84.25284,Kota Bandung,Cibeunying Kaler,0.04716186523437216
2877,48.68,48.409344,Kab. Bekasi,Kedungwaringin,0.27065628051757784
8670,56.88,56.88174,Kab. Purwakarta,Sukatani,-0.001740570068356817
6920,34.3,34.162144,Kab. Kuningan,Sindangagung,0.13785629272460653
1138,84.41,84.46078,Kota Bandung,Antapani,-0.05077728271484716
3044,49.89,49.89757,Kab. Bekasi,Sukawangi,-0.0075715637207025566
3774,83.35,83.32336,Kota Depok,Limo,0.026643371582025566
4943,55.96,55.88289,Kab. Cirebon,Jamblang,0.07711120605468835
1126,84.41,84.45725,Kota Bandung,Antapani,-0.04725250244140966
5580,28.03,28.026968,Kab. Sukabumi,Cidolog,0.0030319976806651994
8310,50.65,50.728554,Kab. Subang,Pusakajaya,-0.07855377197265767
628,59.43,59.575565,Kab. Bandung,Ciwidey,-0.1455653381347659
3299,71.96,71.96846,Kota Bekasi,Jatisampurna,-0.008460083007818753
1274,84.28,84.07355,Kota Bandung,Gedebage,0.20645263671875114
6971,38.44,38.38464,Kab. Majalengka,Jatitujuh,0.05536026000976335
3731,76.4,76.33067,Kota Depok,Bojongsari,0.06932678222656818
3419,82.8,82.676025,Kota Depok,Beji,0.12397460937499716
662,59.49,59.38979,Kab. Bandung,Pasirjambu,0.10021041870117386
229,87.97,87.99694,Kab. Bandung,Arjasari,-0.026940612792969887
5441,35.11,34.91492,Kab. Sukabumi,Purabaya,0.1950791931152338
6133,41.94,42.012352,Kab. Garut,Pamulihan,-0.07235198974609602
9307,63.41,63.41281,Kab. Karawang,Tirtajaya,-0.0028112792968784106
5824,70.76,70.849174,Kota Sukabumi,Lembursitu,-0.08917449951171363
698,60.39,60.37806,Kab. Bandung,Cangkuang,0.011940612792969318
4684,42.39,42.34461,Kab. Cirebon,Mundu,0.04539169311523494
935,96.31,96.29961,Kota Bandung,Regol,0.010393676757814774
7854,47.19,47.136112,Kab. Indramayu,Bongas,0.0538877868652321
843,81.58,81.570595,Kota Bandung,Sukajadi,0.009405212402342045
6307,20.9,20.90777,Kab. Garut,Pangatikan,-0.007770156860352984
8213,80.01,80.148056,Kab. Subang,Ciasem,-0.13805603027343238
3978,50.44,50.48207,Kab. Tasikmalaya,Cibalong,-0.042070922851564774
1313,88.39,88.400444,Kota Bandung,Rancasari,-0.010444030761718182
903,72.21,72.173,Kota Bandung,Cidadap,0.0370034790039
3613,91.52,91.5406,Kota Depok,Cimanggis,-0.02060363769531648
5531,32.34,32.532787,Kab. Sukabumi,Curugkembar,-0.19278732299804346
6024,48.15,47.628796,Kab. Garut,Selaawi,0.5212043762207017
1648,47.34,47.293045,Kab. Bogor,Jonggol,0.04695495605469091
9761,50.36,50.398087,Kab. Bandung Barat,Gununghalu,-0.03808654785156307
5120,61.88,61.95279,Kota Cirebon,Harjamukti,-0.07278930664062244
6386,33.04,33.098686,Kab. Ciamis,Rajadesa,-0.0586862182617196
1203,80.01,79.985245,Kota Bandung,Cibiru,0.024755249023442616
383,59.88,59.864143,Kab. Bandung,Solokanjeruk,0.015856628417971308
7821,51.73,51.757305,Kab. Indramayu,Terisi,-0.027305145263675
3540,82.06,82.07823,Kota Depok,Sukmajaya,-0.018231811523435226
7289,45.19,45.060925,Kab. Majalengka,Sumberjaya,0.12907546997070085
418,40.17,40.18228,Kab. Bandung,Rancaekek,-0.012281494140623295
3986,50.44,50.43919,Kab. Tasikmalaya,Cibalong,0.0008100891113258513
1423,92.25,92.26222,Kota Bandung,Sukasari,-0.0122222900390625
7431,47.57,47.49853,Kab. Sumedang,Paseh,0.07146865844726591
3164,81.78,81.771,Kota Bekasi,Rawalumbu,0.008996276855469887
4494,56.16,56.183834,Kab. Cirebon,Weru,-0.023834075927737786
3777,83.35,83.328835,Kota Depok,Limo,0.021165466308588066
1477,88.36,88.352745,Kota Bandung,Cibeunying Kidul,0.0072549438476556816
956,88.72,88.71131,Kota Bandung,Regol,0.008688659667967613
5165,63.3,63.31723,Kota Cirebon,Pekalipan,-0.017230224609377842
1960,77.31,77.35664,Kab. Bogor,Leuwiliang,-0.046643676757810226
2954,64.09,64.068985,Kab. Bekasi,Karangbahagia,0.02101501464844091
1833,57.4,57.613544,Kab. Bogor,Kemang,-0.21354446411132955
7839,50.36,50.40185,Kab. Indramayu,Kertasemaya,-0.04185165405273494
8450,73.03,73.066666,Kab. Subang,Jalancagak,-0.03666564941406136
2906,76.93,76.985664,Kab. Bekasi,Bojongmangu,-0.05566436767577443
8119,23.87,23.837677,Kab. Subang,Cipunagara,0.032322998046875995
8293,48.96,48.94097,Kab. Subang,Pusakanagara,0.019028625488282103
3726,76.4,76.368286,Kota Depok,Bojongsari,0.031713867187505684
39,68.53,68.54832,Kab. Bandung,Cimenyan,-0.018316955566405113
7803,59.32,59.293194,Kab. Indramayu,Terisi,0.02680618286132841
6216,21.56,21.12862,Kab. Garut,Cikajang,0.4313798522949206
7407,26.85,26.839464,Kab. Sumedang,Pamulihan,0.010535812377931109
8799,58.65,59.125504,Kab. Karawang,Klari,-0.4755035400390639
4267,50.46,50.5931,Kota Tasikmalaya,Cihideung,-0.1331015014648429
7840,50.36,50.40974,Kab. Indramayu,Kertasemaya,-0.04974044799804744
7197,40.99,41.133472,Kab. Majalengka,Maja,-0.14347244262695114
6784,53.07,53.061543,Kab. Kuningan,Selajambe,0.00845748901367216
3756,84.0,84.021385,Kota Depok,Bojongsari,-0.02138519287109375
3784,83.35,83.31202,Kota Depok,Limo,0.037980651855463066
3108,76.1,76.18466,Kota Bekasi,Bekasi Barat,-0.08466186523438068
7800,51.73,51.77208,Kab. Indramayu,Terisi,-0.042079467773440626
6252,39.55,39.93452,Kab. Garut,Sukawening,-0.3845207214355497
8311,43.06,42.954334,Kab. Subang,Pusakajaya,0.10566574096679915
2551,55.93,55.968925,Kota Bogor,Bogor Barat,-0.038925476074219034
8305,43.06,42.93061,Kab. Subang,Pusakajaya,0.12938934326172102
9755,57.95,57.908596,Kab. Bandung Barat,Gununghalu,0.04140396118164347
9114,81.26,81.29472,Kab. Karawang,Majalaya,-0.034723510742182384
7438,47.57,47.488506,Kab. Sumedang,Paseh,0.08149368286132841
6803,65.7,65.68892,Kab. Kuningan,Ciwaru,0.011080932617190342
6909,28.64,28.714525,Kab. Kuningan,Cilebak,-0.07452522277831974
1850,55.05,55.05366,Kab. Bogor,Rancabungur,-0.003661346435549717
8138,60.52,60.511623,Kab. Subang,Purwadadi,0.008376617431643751
4102,24.14,24.338737,Kab. Tasikmalaya,Sukaratu,-0.19873748779296818
2744,70.2,70.158424,Kab. Bekasi,Cikarang Selatan,0.04157562255859659
63,74.74,74.35564,Kab. Bandung,Margahayu,0.3843634033203074
2073,61.01,61.008106,Kab. Bogor,Tenjo,0.0018937683105448855
6720,18.92,18.889599,Kab. Kuningan,Mandirancan,0.03040115356445483
7951,43.79,43.71781,Kab. Indramayu,Bangodua,0.0721884155273429
7370,52.75,52.727463,Kab. Sumedang,Cimanggung,0.0225372314453125
7068,39.37,39.45137,Kab. Majalengka,Sukahaji,-0.08137023925781506
7585,31.32,31.407017,Kab. Sumedang,Tanjungkerta,-0.08701675415039034
9701,70.83,70.85538,Kab. Bandung Barat,Rongga,-0.025377197265626705
3623,91.52,91.54327,Kota Depok,Cimanggis,-0.02326629638672273
110,59.11,59.13891,Kab. Bandung,Katapang,-0.02890838623046932
1215,89.98,90.00858,Kota Bandung,Ujungberung,-0.02858306884765227
33,60.93,60.90594,Kab. Bandung,Cimenyan,0.02405899047851534
2185,34.57,34.595993,Kab. Bogor,Rumpin,-0.025993041992187216
9685,50.78,50.742958,Kab. Bandung Barat,Cililin,0.03704193115234489
3894,41.92,41.900734,Kab. Tasikmalaya,Cisayong,0.019266052246095455
5049,58.34,58.36713,Kab. Cirebon,Karangwareng,-0.027130279541012214
8714,69.66,69.6286,Kab. Purwakarta,Tegalwaru,0.03139892578124659
7683,38.76,38.71187,Kab. Indramayu,Losarang,0.04813171386718551
703,60.39,60.358788,Kab. Bandung,Cangkuang,0.03121246337890682
892,79.81,79.82381,Kota Bandung,Cidadap,-0.013806762695310226
6280,18.02,18.006073,Kab. Garut,Blubur Limbangan,0.013927001953124574
3125,77.79,77.91456,Kota Bekasi,Bekasi Utara,-0.124558410644525
521,48.63,48.629204,Kab. Bandung,Cikancung,0.000796203613283808
5148,71.24,71.35528,Kota Cirebon,Kesambi,-0.11527801513672387
5021,70.81,70.77421,Kab. Cirebon,Gunungjati,0.035791931152346024
7317,51.03,51.048275,Kab. Sumedang,Sumedang Selatan,-0.018274993896483238
245,87.97,87.98753,Kab. Bandung,Arjasari,-0.017533569335938637
1840,57.4,57.609585,Kab. Bogor,Kemang,-0.2095848083496108
83,62.91,63.001225,Kab. Bandung,Margaasih,-0.09122451782226904
3593,84.88,84.89652,Kota Depok,Cilodong,-0.016522521972660797
2767,62.6,62.602585,Kab. Bekasi,Cikarang Selatan,-0.002584838867186079
1792,79.94,80.2,Kab. Bogor,Dramaga,-0.2599969482421898
328,71.36,71.03234,Kab. Bandung,Kertasari,0.3276589965820307
3580,92.47,92.47076,Kota Depok,Cilodong,-0.0007565307617198869
6115,34.35,34.317844,Kab. Garut,Pamulihan,0.032155609130860796
