kabupaten_kota,kecamatan,latitude,longitude,is_kota,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa
Kab. Tasikmalaya,Tanjungjaya,-7.35668,108.227299,False,72199,1404.4,5.15,3.53,6.46,30.0,52.0,4,17.19,17.5,0.126,0.627
Kab. Tasikmalaya,Sukaraja,-7.279366,108.201776,False,73791,2312.5,4.66,15.0,1.11,47.5,45.0,0,12.32,27.9,0.11,0.508
Kab. Tasikmalaya,Bojongasih,-7.27621,108.284856,False,37275,720.3,7.0,0.89,1.39,65.5,80.6,3,15.94,22.4,0.1,0.793
Kab. Tasikmalaya,Culamega,-7.398673,108.151098,False,68430,1814.3,5.92,15.0,18.15,44.4,22.3,3,17.54,16.4,0.181,0.599
Kab. Tasikmalaya,Ciawi,-7.413876,108.142915,False,43896,1401.9,3.73,7.98,6.13,35.1,44.0,2,6.57,7.1,0.138,0.754
Kab. Tasikmalaya,Kadipaten,-7.414889,108.249281,False,140189,6241.7,15.0,3.27,3.45,66.0,72.5,0,1.47,16.9,0.116,0.505
Kab. Tasikmalaya,Jatiwaras,-7.41861,108.191036,False,64005,1049.1,6.17,1.06,4.96,69.0,77.3,1,0.74,16.9,0.061,0.653
Kab. Tasikmalaya,Karangmukti,-7.29482,108.143724,False,64076,1377.8,3.79,5.27,7.11,55.5,58.5,0,24.52,33.8,0.195,0.708
Kab. Tasikmalaya,Cigalontang,-7.299685,108.185097,False,44235,1059.2,10.52,0.18,4.02,38.7,66.9,0,24.75,25.7,0.061,0.557
Kab. Tasikmalaya,Bojonggambir,-7.411094,108.251478,False,45886,949.8,5.61,9.63,6.8,58.5,49.7,5,3.83,18.7,0.166,0.752
Kab. Tasikmalaya,Sukahening,-7.329369,108.280396,False,50727,767.3,5.58,5.12,12.55,44.9,47.2,4,1.79,23.0,0.143,0.693
Kota Tasikmalaya,Cihideung,-7.292389,108.268557,True,77274,2119.2,6.56,5.68,5.27,59.5,61.5,0,10.53,27.0,0.054,0.749
Kota Tasikmalaya,Cipedes,-7.364874,108.16839,True,62008,4581.7,9.88,1.03,2.44,75.3,83.4,0,2.17,37.6,0.168,0.578
Kota Tasikmalaya,Tawang,-7.289902,108.269094,True,124934,14846.9,12.1,2.92,3.06,62.5,72.3,7,3.27,24.8,0.156,0.564
Kota Tasikmalaya,Mangkubumi,-7.251519,108.206019,True,155962,11211.7,7.58,4.01,0.2,78.3,80.4,3,6.62,24.5,0.056,0.56
Kota Tasikmalaya,Indihiang,-7.350477,108.264226,True,75464,6935.2,8.89,3.29,13.97,71.8,62.0,0,1.68,33.3,0.077,0.601
Kota Tasikmalaya,Bungursari,-7.355471,108.288921,True,332543,22818.0,7.72,0.31,4.28,66.0,78.6,10,8.89,19.6,0.113,0.653
Kota Tasikmalaya,Purbaratu,-7.272654,108.208639,True,39460,593.1,8.73,3.42,2.93,76.1,77.4,0,1.63,30.3,0.122,0.581
Kota Tasikmalaya,Tamansari,-7.289861,108.260727,True,280386,36171.2,11.17,0.8,0.2,73.7,86.0,17,6.9,28.8,0.054,0.682
Kota Tasikmalaya,Kawalu,-7.3935,108.284408,True,75702,6669.4,10.45,6.2,3.59,79.4,71.4,0,3.36,32.9,0.109,0.59
Kota Tasikmalaya,Cibeureum,-7.32916,108.272233,True,247110,17811.4,8.1,5.53,2.48,83.3,76.1,0,3.06,38.3,0.18,0.724
Kab. Cirebon,Sumber,-6.738792,108.623284,False,58856,805.0,4.96,7.98,18.19,46.2,33.9,1,0.33,27.9,0.557,0.249
Kab. Cirebon,Plered,-6.727728,108.481734,False,84288,1532.7,4.29,1.61,1.48,63.6,77.9,1,1.19,30.4,0.339,0.289
Kab. Cirebon,Kedawung,-6.645139,108.494606,False,84820,1773.1,6.34,1.72,2.87,70.8,79.2,0,9.45,26.9,0.362,0.238
Kab. Cirebon,Weru,-6.73891,108.63201,False,126232,2161.0,7.37,2.59,5.8,76.0,75.7,0,5.73,19.5,0.32,0.315
Kab. Cirebon,Plumbon,-6.637903,108.57175,False,46187,2919.7,6.13,0.44,0.62,61.6,80.9,14,4.29,26.0,0.338,0.331
Kab. Cirebon,Depok,-6.688906,108.551751,False,268244,3681.3,7.26,1.28,2.29,49.7,71.4,0,4.44,34.3,0.559,0.243
Kab. Cirebon,Palimanan,-6.743086,108.532586,False,46561,657.8,7.3,3.11,13.1,62.3,59.2,3,6.64,30.2,0.523,0.274
Kab. Cirebon,Klangenan,-6.682397,108.60038,False,300244,8473.6,8.26,13.2,0.2,68.2,55.5,0,3.43,34.8,0.541,0.236
Kab. Cirebon,Arjawinangun,-6.663347,108.606339,False,79955,2090.0,10.9,0.91,15.34,77.3,68.4,0,7.97,39.0,0.536,0.242
Kab. Cirebon,Panguragan,-6.775407,108.559107,False,66083,2513.2,9.68,5.88,7.97,47.3,52.2,0,0.16,23.8,0.582,0.247
Kab. Cirebon,Ciwaringin,-6.780791,108.567925,False,69260,1841.3,5.9,13.59,20.0,54.2,24.4,0,1.63,37.2,0.439,0.307
Kab. Cirebon,Gempol,-6.719355,108.622033,False,138454,2501.0,10.62,11.61,0.36,66.7,56.7,0,5.78,28.5,0.546,0.261
Kab. Cirebon,Susukan,-6.733854,108.498731,False,79152,1006.5,10.18,1.48,16.61,50.7,53.5,0,21.14,15.5,0.354,0.244
Kab. Cirebon,Sedong,-6.767121,108.601842,False,117844,3261.5,4.95,0.77,13.19,55.2,61.5,2,0.93,7.7,0.59,0.301
Kab. Cirebon,Astanajapura,-6.691085,108.49618,False,75605,1089.3,8.5,3.54,7.45,67.9,67.8,0,11.61,32.5,0.543,0.157
Kab. Cirebon,Mundu,-6.776543,108.592155,False,186694,3863.5,9.15,8.21,2.79,50.1,54.3,0,19.65,26.4,0.44,0.279
Kab. Cirebon,Pangenan,-6.778358,108.611498,False,153174,2015.7,3.63,3.02,1.74,57.0,71.2,3,23.15,42.3,0.549,0.16
Kab. Cirebon,Kaliwedi,-6.677001,108.493016,False,159955,2747.2,9.52,13.1,2.26,65.0,51.4,0,10.11,32.1,0.556,0.26
Kab. Cirebon,Gebang,-6.776426,108.637862,False,95581,1858.5,7.87,8.81,10.86,48.2,42.0,0,1.15,25.0,0.359,0.213
Kab. Cirebon,Losari,-6.730117,108.539303,False,27487,386.1,2.33,6.71,10.16,51.9,49.6,3,5.87,23.1,0.385,0.256
Kab. Cirebon,Babakan,-6.659952,108.63156,False,105918,4771.8,6.45,4.56,1.6,44.0,61.9,3,1.26,25.8,0.316,0.182
Kab. Cirebon,Lemahabang,-6.63224,108.600541,False,75803,1070.8,7.54,3.08,7.41,58.6,64.7,0,4.41,20.8,0.544,0.177
Kab. Cirebon,Susukanlebak,-6.729798,108.49336,False,92454,1373.4,6.95,7.84,1.96,44.2,53.6,0,7.9,28.2,0.37,0.241
Kab. Cirebon,Waled,-6.665656,108.569345,False,125542,3770.2,4.57,1.37,12.18,47.9,58.1,0,1.77,16.5,0.455,0.303
Kab. Cirebon,Ciledug,-6.722124,108.625017,False,127110,2534.8,5.63,11.53,2.89,67.5,54.1,0,5.72,36.4,0.434,0.308
Kab. Cirebon,Karangsembung,-6.772208,108.55882,False,24526,455.1,5.13,11.31,1.58,56.1,51.1,0,11.49,36.6,0.486,0.173
Kab. Cirebon,Kapetakan,-6.788183,108.554986,False,154656,8530.8,4.34,15.0,3.5,52.6,44.3,0,3.31,25.5,0.347,0.237
Kab. Cirebon,Tengahtani,-6.780991,108.499011,False,135692,2533.5,10.54,3.17,0.71,63.0,74.9,4,4.39,41.2,0.419,0.299
Kab. Cirebon,Talun,-6.771196,108.583874,False,162349,9409.6,5.66,1.36,2.37,66.4,78.7,10,6.95,19.9,0.474,0.228
Kab. Cirebon,Beber,-6.670633,108.573339,False,59447,861.1,6.78,1.9,13.37,62.0,61.6,0,0.66,36.0,0.351,0.195
Kab. Cirebon,Greged,-6.636052,108.539979,False,108954,1581.3,8.68,10.2,9.84,64.1,47.1,4,0.7,31.0,0.473,0.235
Kab. Cirebon,Jamblang,-6.744286,108.618976,False,153823,3579.1,15.0,13.91,7.16,57.6,42.0,0,0.91,34.0,0.454,0.184
Kab. Cirebon,Dukupuntang,-6.754225,108.634116,False,201030,3714.2,5.36,2.29,5.11,58.2,69.3,4,3.55,36.4,0.499,0.321
Kab. Cirebon,Gunungjati,-6.788055,108.635181,False,369583,6595.6,4.7,0.61,2.32,82.1,87.6,0,0.3,32.8,0.377,0.248
Kab. Cirebon,Suranenggala,-6.783094,108.622583,False,50414,1043.7,9.17,8.52,13.47,70.0,49.2,1,1.99,19.3,0.593,0.217
Kab. Cirebon,Gunung Jati,-6.705568,108.638874,False,65364,1138.9,2.21,8.41,13.02,44.0,38.4,0,0.59,27.2,0.479,0.168
Kab. Cirebon,Karangwareng,-6.778193,108.568617,False,259798,5422.9,9.53,13.64,2.29,73.3,55.1,8,0.19,34.2,0.482,0.168
Kab. Cirebon,Gegesik,-6.634912,108.563696,False,88461,2296.5,6.31,5.87,1.96,68.0,69.0,0,3.91,27.3,0.588,0.293
Kab. Cirebon,Panggangsari,-6.689296,108.59132,False,77410,2789.9,2.83,11.24,1.3,59.5,53.2,3,9.77,27.7,0.536,0.291
Kab. Cirebon,Pabuaran,-6.717273,108.580409,False,54595,1123.9,5.16,3.37,12.82,59.5,57.7,0,1.56,34.8,0.477,0.24
Kota Cirebon,Harjamukti,-6.71651,108.614185,True,209586,4016.4,6.02,2.22,1.1,67.3,78.6,0,4.65,32.3,0.558,0.341
Kota Cirebon,Kesambi,-6.802729,108.514954,True,167959,21632.6,8.22,0.79,6.34,82.2,82.2,5,4.39,30.1,0.45,0.336
Kota Cirebon,Lemahwungkuk,-6.657934,108.612442,True,66376,1772.9,8.66,3.19,5.4,77.1,75.3,0,14.74,32.0,0.475,0.258
Kota Cirebon,Pekalipan,-6.737095,108.569221,True,132168,11566.2,13.57,6.7,6.16,71.1,63.2,3,10.96,25.7,0.436,0.192
Kota Cirebon,Kejaksan,-6.765619,108.500099,True,127728,16513.2,7.86,0.34,7.33,88.4,84.8,4,2.12,24.5,0.301,0.198
Kab. Sukabumi,Palabuhanratu,-6.925808,106.906536,False,105613,1719.7,4.73,3.03,18.3,56.9,50.5,1,3.12,20.5,0.202,0.576
Kab. Sukabumi,Cikakak,-6.906615,106.862438,False,120079,1557.9,4.33,8.31,0.99,58.4,60.1,0,3.59,20.8,0.19,0.696
Kab. Sukabumi,Cisolok,-6.844097,107.007794,False,82075,1376.5,4.48,0.29,20.0,51.9,52.6,4,5.33,23.5,0.17,0.59
Kab. Sukabumi,Cicurug,-6.888294,106.935775,False,34420,882.8,2.0,8.2,9.25,37.2,40.5,4,11.49,19.1,0.127,0.51
Kab. Sukabumi,Cidahu,-6.950476,106.980207,False,141669,7222.3,3.82,15.0,3.28,37.9,37.9,0,13.83,10.7,0.255,0.614
Kab. Sukabumi,Parungkuda,-6.890443,106.876019,False,76056,1301.1,4.29,10.86,4.66,47.4,44.4,4,20.98,29.7,0.252,0.53
Kab. Sukabumi,Cibadak,-6.854252,106.981606,False,143943,9192.6,2.75,2.91,3.6,52.1,67.0,0,1.21,29.5,0.214,0.551
Kab. Sukabumi,Nagrak,-6.848032,106.966115,False,79100,1101.8,7.35,2.69,6.05,59.4,67.7,3,25.0,24.0,0.146,0.502
Kab. Sukabumi,Cisaat,-6.901854,106.916919,False,74951,3092.2,4.13,4.4,5.71,51.1,60.3,4,2.73,18.6,0.126,0.562
Kab. Sukabumi,Sukabumi,-6.850763,106.98857,False,19661,422.0,3.47,1.1,20.0,41.7,46.1,0,25.0,25.7,0.123,0.697
Kab. Sukabumi,Sukaraja,-6.992765,106.854219,False,21062,337.6,7.14,7.05,7.55,49.7,51.0,0,2.28,27.1,0.162,0.526
Kab. Sukabumi,Kadudampit,-6.939766,106.979689,False,93293,2172.4,7.64,3.41,4.5,46.5,62.1,0,5.29,30.9,0.14,0.618
Kab. Sukabumi,Gunungguruh,-6.842036,106.874067,False,40250,607.2,3.54,10.85,8.53,56.4,43.7,0,0.99,25.8,0.113,0.672
Kab. Sukabumi,Kebonpedes,-6.904939,106.910943,False,88912,1256.9,6.23,3.63,5.27,55.7,64.7,7,25.0,18.5,0.292,0.549
Kab. Sukabumi,Cireunghas,-6.844814,106.984739,False,26240,496.6,4.47,4.27,2.97,48.3,62.8,0,14.53,26.5,0.19,0.504
Kab. Sukabumi,Jampangtengah,-6.865867,106.924991,False,162731,2723.7,6.84,6.17,20.0,54.2,39.6,0,7.09,7.0,0.228,0.583
Kab. Sukabumi,Jampangkulon,-6.933629,106.893745,False,54060,2227.6,3.09,2.88,0.49,46.9,68.6,1,8.44,17.7,0.154,0.541
Kab. Sukabumi,Ciemas,-6.99098,106.988356,False,43364,2603.8,4.93,1.37,4.19,48.9,68.5,4,11.08,35.0,0.231,0.583
Kab. Sukabumi,Tegalbuleud,-6.869936,107.009955,False,30053,1528.6,8.84,0.82,0.57,55.6,77.3,0,10.88,13.0,0.136,0.638
Kab. Sukabumi,Sagaranten,-6.840538,106.938869,False,124247,2285.0,3.16,8.68,20.0,40.4,27.3,6,11.94,8.9,0.213,0.672
Kab. Sukabumi,Pabuaran,-6.876962,107.001163,False,194983,8078.6,4.16,4.9,3.76,46.3,59.4,5,2.69,18.4,0.123,0.657
Kab. Sukabumi,Purabaya,-6.864056,106.889576,False,66008,849.9,4.29,3.11,8.28,44.6,57.3,0,6.22,19.0,0.235,0.523
Kab. Sukabumi,Warungkiara,-6.927913,106.870666,False,32689,1979.0,4.35,0.25,20.0,50.6,52.2,0,13.41,26.6,0.239,0.588
Kab. Sukabumi,Bantargadung,-6.847352,106.946988,False,24840,337.9,4.88,1.64,0.44,62.9,78.8,0,0.89,23.8,0.289,0.528
Kab. Sukabumi,Lengkong,-6.963417,106.957472,False,53658,737.6,5.09,3.01,5.44,40.9,59.4,2,15.19,19.4,0.229,0.576
Kab. Sukabumi,Nyalindung,-6.901099,106.907306,False,27374,737.4,2.96,7.24,5.9,53.1,54.1,0,2.16,10.3,0.291,0.566
Kab. Sukabumi,Gegerbitung,-6.981831,106.957452,False,75097,1495.6,3.29,4.31,20.0,49.9,42.1,13,4.9,21.2,0.292,0.68
Kab. Sukabumi,Surade,-6.916751,106.973571,False,64425,1859.2,9.2,8.68,2.28,54.7,55.9,3,13.28,17.0,0.154,0.661
Kab. Sukabumi,Cikidang,-6.916774,106.986349,False,28193,362.3,3.43,13.61,0.92,46.5,44.8,0,25.0,25.1,0.299,0.551
Kab. Sukabumi,Waluran,-6.911695,106.93975,False,120564,5013.5,2.55,7.97,3.56,55.6,56.4,7,8.32,21.5,0.187,0.604
Kab. Sukabumi,Simpenan,-6.859735,106.914557,False,57207,1391.4,13.03,2.75,15.14,44.3,49.4,12,8.86,5.0,0.159,0.503
Kab. Sukabumi,Ciracap,-6.978558,106.854605,False,96053,1846.8,8.65,0.1,2.76,49.7,73.7,4,6.74,32.0,0.144,0.556
Kab. Sukabumi,Curugkembar,-6.879178,106.94925,False,53077,3021.8,3.24,0.45,1.71,45.0,72.0,5,1.77,5.0,0.189,0.534
Kab. Sukabumi,Kalapanunggal,-6.887347,106.884074,False,26252,338.0,5.69,5.38,2.94,34.5,53.9,0,15.85,13.3,0.275,0.641
Kab. Sukabumi,Kabandungan,-6.978181,106.852327,False,91428,1277.9,11.95,12.41,18.1,45.0,22.8,0,12.23,23.5,0.117,0.63
Kab. Sukabumi,Cimanggu,-6.943906,106.944387,False,45945,689.6,5.21,4.88,3.7,43.5,58.2,0,25.0,18.5,0.231,0.691
Kab. Sukabumi,Cicantayan,-6.937241,106.919996,False,56136,712.7,3.05,2.46,3.46,44.0,64.6,0,1.45,23.7,0.101,0.55
Kab. Sukabumi,Caringin,-6.855335,106.905721,False,76613,1944.7,7.87,1.19,13.04,51.8,59.2,0,6.9,16.9,0.286,0.686
Kab. Sukabumi,Cidolog,-6.917762,106.975384,False,89159,2222.0,3.65,0.92,0.65,39.6,69.8,0,5.17,15.0,0.244,0.653
Kab. Sukabumi,Kalibunder,-6.936553,106.949534,False,339109,4758.6,4.69,15.0,1.79,51.1,45.8,1,4.53,19.6,0.118,0.603
Kab. Sukabumi,Cikembar,-6.862022,107.001923,False,164171,2537.7,5.26,0.47,20.0,66.2,58.6,0,1.54,32.9,0.146,0.536
Kab. Sukabumi,Bojonggenteng,-6.976468,106.998254,False,137158,1877.6,4.91,1.84,16.4,52.5,53.7,1,2.87,13.0,0.262,0.527
Kab. Sukabumi,Parakansalak,-6.921261,106.891319,False,51217,1063.1,6.82,0.1,6.72,41.9,65.2,0,9.88,19.5,0.194,0.688
Kab. Sukabumi,Ciambar,-6.926538,107.006805,False,225229,3634.1,4.91,9.39,20.0,49.8,29.9,1,7.59,23.5,0.137,0.696
Kab. Sukabumi,Cidadap,-6.921181,106.9026,False,55884,1458.5,4.09,2.1,2.77,53.7,70.7,0,21.75,22.8,0.299,0.611
Kab. Sukabumi,Sirnaresmi,-6.898656,106.888423,False,43702,565.8,4.34,2.89,3.94,43.7,62.8,15,25.0,18.4,0.134,0.563
Kab. Sukabumi,Cibitung,-6.987862,106.870621,False,39425,2474.9,6.33,8.68,1.74,44.4,52.0,7,3.81,16.4,0.185,0.562
Kota Sukabumi,Gunungpuyuh,-6.979513,106.874304,True,199620,42344.5,12.59,1.27,3.17,80.6,84.3,6,10.44,32.8,0.156,0.694
Kota Sukabumi,Cikole,-6.977788,106.95254,True,224051,18374.9,15.0,3.52,0.76,82.0,82.5,6,2.68,28.8,0.131,0.647
Kota Sukabumi,Citamiang,-6.970899,106.905307,True,96580,10911.2,10.63,2.57,0.39,66.6,78.3,0,0.21,15.2,0.1,0.619
Kota Sukabumi,Warudoyong,-6.856514,106.925834,True,42061,2180.4,4.04,0.18,1.87,52.4,75.8,0,3.99,35.2,0.283,0.558
Kota Sukabumi,Baros,-6.893191,106.877571,True,133732,9304.9,7.97,12.59,16.28,67.2,34.9,0,5.28,35.0,0.137,0.63
Kota Sukabumi,Lembursitu,-6.969234,106.856539,True,114352,3317.3,9.88,0.88,2.92,65.7,78.8,3,3.54,37.3,0.243,0.638
Kota Sukabumi,Cibeureum,-6.97297,106.894574,True,269347,4418.4,7.76,13.22,0.89,63.6,52.5,0,10.64,18.7,0.164,0.55
Kab. Garut,Garut Kota,-7.271678,107.834192,False,50174,1467.4,3.43,15.0,4.52,45.8,40.0,5,0.51,21.1,0.193,0.777
Kab. Garut,Karangpawitan,-7.280698,107.893725,False,100378,1331.3,3.74,10.49,3.79,36.6,41.6,5,11.09,19.0,0.119,0.754
Kab. Garut,Wanaraja,-7.266987,107.878283,False,53906,1172.7,6.52,1.07,20.0,52.2,50.9,7,16.11,21.6,0.118,0.627
Kab. Garut,Tarogong Kaler,-7.219453,107.930463,False,62177,1146.6,4.84,15.0,19.77,55.4,25.2,0,19.31,18.4,0.074,0.628
Kab. Garut,Tarogong Kidul,-7.29371,107.947906,False,37433,514.5,5.71,0.49,3.58,51.5,72.5,2,22.82,23.1,0.131,0.507
Kab. Garut,Banyuresmi,-7.199536,107.833081,False,246157,4426.4,3.11,2.48,8.58,41.8,57.1,4,3.63,16.6,0.117,0.734
Kab. Garut,Samarang,-7.160227,107.96734,False,28724,467.8,6.26,6.61,15.76,40.8,37.8,0,0.47,19.8,0.152,0.691
Kab. Garut,Bayongbong,-7.290228,107.8643,False,86765,1777.6,9.92,2.93,1.11,48.8,68.5,0,10.99,10.9,0.186,0.505
Kab. Garut,Cigedug,-7.171008,107.939722,False,36822,778.7,6.68,2.56,9.49,39.2,54.6,8,2.17,17.0,0.134,0.736
Kab. Garut,Cilawu,-7.270477,107.853496,False,74224,4005.3,3.34,6.38,10.64,55.4,51.3,2,10.99,17.9,0.131,0.597
Kab. Garut,Kadungora,-7.240724,107.897524,False,50198,1523.4,5.64,1.42,5.07,49.0,67.3,3,3.86,5.2,0.07,0.766
Kab. Garut,Leles,-7.201079,107.879026,False,42946,1986.2,8.69,10.12,1.61,62.6,56.9,0,3.44,22.5,0.121,0.763
Kab. Garut,Leuwigoong,-7.225994,107.939595,False,96887,2739.4,4.11,0.18,10.28,38.8,59.2,0,0.23,22.8,0.138,0.702
Kab. Garut,Cibatu,-7.294131,107.86039,False,67495,910.3,8.29,2.33,0.45,42.1,67.8,0,4.9,19.5,0.171,0.698
Kab. Garut,Kersamanah,-7.185864,107.963233,False,60572,1506.9,11.09,3.32,0.73,52.6,69.8,0,0.96,25.5,0.11,0.654
Kab. Garut,Selaawi,-7.218132,107.905138,False,95456,1636.9,3.91,1.02,2.91,51.2,71.9,0,12.9,30.6,0.17,0.612
Kab. Garut,Malangbong,-7.282852,107.891586,False,42327,1937.3,9.15,0.77,2.78,53.8,73.9,0,0.46,36.5,0.108,0.529
Kab. Garut,Cibalong,-7.214781,107.858795,False,56946,1482.8,5.99,15.0,1.4,55.7,48.3,0,1.32,13.4,0.187,0.527
Kab. Garut,Pameungpeuk,-7.256921,107.880365,False,14518,324.4,6.01,12.67,6.13,68.7,48.2,0,5.82,26.5,0.147,0.624
Kab. Garut,Cisewu,-7.296789,107.871533,False,25357,1377.9,2.71,5.4,1.98,36.9,56.2,3,7.95,20.6,0.111,0.704
Kab. Garut,Caringin,-7.266168,107.8724,False,154523,2198.9,4.96,8.8,3.3,41.2,48.3,3,16.19,21.7,0.06,0.678
Kab. Garut,Bungbulang,-7.280838,107.962484,False,47213,653.8,11.08,15.0,12.15,53.4,33.8,0,12.93,11.1,0.166,0.748
Kab. Garut,Mekarmukti,-7.205025,107.928656,False,105752,3092.7,9.08,0.36,2.69,47.7,72.3,0,25.0,19.7,0.076,0.769
Kab. Garut,Pakenjeng,-7.173733,107.899751,False,122933,3461.4,6.46,4.49,2.38,47.2,62.5,0,1.77,5.0,0.148,0.765
Kab. Garut,Pamulihan,-7.286093,107.905937,False,177501,6350.9,4.01,3.51,3.44,52.8,66.0,0,9.23,20.1,0.123,0.663
Kab. Garut,Cisompet,-7.206105,107.93927,False,45660,2431.9,3.33,15.0,4.54,37.0,36.0,3,1.17,11.0,0.188,0.77
Kab. Garut,Peundeuy,-7.230934,107.840413,False,19896,287.1,4.86,15.0,7.81,43.2,34.7,4,22.6,15.9,0.117,0.582
Kab. Garut,Singajaya,-7.254596,107.878093,False,21822,1342.4,2.86,10.59,15.82,36.8,26.4,0,0.44,25.8,0.109,0.616
Kab. Garut,Cihurip,-7.196653,107.911325,False,49957,1210.2,2.0,13.59,4.18,30.0,33.3,0,0.33,14.8,0.093,0.581
Kab. Garut,Sukaresmi,-7.243025,107.977842,False,63956,1416.0,5.29,10.35,20.0,61.0,32.6,1,25.0,7.8,0.179,0.521
Kab. Garut,Banjarwangi,-7.203076,107.857956,False,267304,7578.6,6.52,9.58,14.12,61.2,41.9,0,3.73,24.7,0.152,0.552
Kab. Garut,Limbangan,-7.283715,107.844457,False,79383,1012.0,10.5,3.1,0.42,66.4,76.9,0,0.6,17.0,0.102,0.518
Kab. Garut,Cikajang,-7.260647,107.845709,False,49394,1531.0,5.03,4.31,12.78,37.1,45.4,7,25.0,33.3,0.09,0.731
Kab. Garut,Cisurupan,-7.270149,107.865615,False,98275,2019.3,3.35,3.26,9.53,47.9,56.8,4,2.98,8.2,0.183,0.566
Kab. Garut,Pasirwangi,-7.27226,107.963482,False,112694,1438.9,2.9,5.4,2.01,41.6,58.3,1,11.85,40.2,0.12,0.641
Kab. Garut,Sukawening,-7.287163,107.903922,False,113658,2538.7,7.58,2.09,10.78,42.0,55.4,0,0.6,18.4,0.181,0.729
Kab. Garut,Cikelet,-7.234337,107.977181,False,50096,1679.1,4.7,15.0,10.93,47.4,32.7,1,12.92,16.3,0.127,0.701
Kab. Garut,Blubur Limbangan,-7.282074,107.883657,False,163004,3559.2,4.62,15.0,5.02,53.8,42.9,6,2.1,10.1,0.177,0.503
Kab. Garut,Cibiuk,-7.144885,107.958481,False,76526,3842.8,4.66,5.44,11.53,43.3,47.0,0,20.69,21.8,0.11,0.772
Kab. Garut,Pangatikan,-7.169268,107.861264,False,42150,1745.2,3.94,1.98,5.19,45.7,64.3,7,25.0,5.2,0.161,0.663
Kab. Garut,Sucinaraja,-7.272658,107.926983,False,87985,3583.6,9.51,0.1,0.33,48.4,76.1,7,2.43,23.4,0.129,0.604
Kab. Garut,Karangtengah,-7.1513,107.909082,False,34391,584.7,10.75,15.0,2.19,61.2,49.8,8,0.44,28.2,0.128,0.697
Kab. Ciamis,Ciamis,-7.318542,108.314797,False,88174,2602.3,4.41,5.59,1.49,50.1,62.3,2,7.61,11.1,0.113,0.614
Kab. Ciamis,Cikoneng,-7.286881,108.299927,False,79700,4185.3,6.61,8.66,7.85,56.2,49.7,4,25.0,32.1,0.179,0.446
Kab. Ciamis,Cijeungjing,-7.358211,108.33807,False,29895,386.9,4.4,15.0,7.85,51.0,38.1,7,6.89,13.6,0.118,0.522
Kab. Ciamis,Sadananya,-7.328782,108.308786,False,67113,1134.2,2.74,2.74,8.82,47.1,58.6,2,6.7,18.8,0.153,0.475
Kab. Ciamis,Cidolog,-7.391626,108.367699,False,92541,2062.1,3.58,12.31,8.5,37.8,31.8,0,6.63,7.4,0.146,0.663
Kab. Ciamis,Rancah,-7.363819,108.362998,False,48069,1865.1,5.11,3.26,5.39,46.8,61.5,0,11.39,20.0,0.113,0.673
Kab. Ciamis,Rajadesa,-7.385302,108.346982,False,84705,2756.6,5.94,13.63,0.79,56.1,49.3,2,0.41,23.9,0.199,0.432
Kab. Ciamis,Sukadana,-7.324786,108.278292,False,81881,2569.2,6.83,8.79,14.25,53.2,40.0,0,5.69,14.0,0.085,0.685
Kab. Ciamis,Tambaksari,-7.356143,108.291506,False,41974,756.9,5.44,1.21,10.58,38.4,56.2,0,13.65,21.9,0.194,0.429
Kab. Ciamis,Cisaga,-7.39986,108.428394,False,111490,1506.4,4.77,4.47,7.6,51.1,57.8,5,25.0,25.6,0.052,0.448
Kab. Ciamis,Panawangan,-7.358423,108.39958,False,80297,1022.6,7.48,0.25,2.96,50.4,73.4,0,5.04,27.6,0.199,0.454
Kab. Ciamis,Kawali,-7.369257,108.37904,False,69702,1129.9,3.42,5.08,15.58,47.0,44.5,8,6.83,21.6,0.125,0.655
Kab. Ciamis,Panjalu,-7.288364,108.365302,False,137918,5392.6,7.72,15.0,11.44,61.3,38.3,7,4.67,28.3,0.053,0.581
Kab. Ciamis,Jatinagara,-7.334548,108.335895,False,67658,4285.8,9.92,15.0,6.28,45.5,37.6,0,6.28,12.2,0.092,0.659
Kab. Ciamis,Cipaku,-7.354181,108.418725,False,78803,2638.7,4.14,2.66,7.21,46.0,60.3,3,24.45,21.3,0.093,0.606
Kab. Ciamis,Pamarican,-7.277101,108.424404,False,45997,656.0,3.51,5.31,7.55,48.1,54.5,0,10.18,16.1,0.151,0.466
Kab. Ciamis,Banjaranyar,-7.390112,108.386939,False,66121,3913.4,3.93,5.99,20.0,43.7,35.3,7,8.2,23.7,0.055,0.523
Kab. Ciamis,Lakbok,-7.259866,108.298997,False,40727,1205.8,5.93,8.62,20.0,53.3,33.3,5,1.22,21.3,0.093,0.643
Kab. Ciamis,Mangunjaya,-7.399361,108.388579,False,28358,442.9,2.66,1.44,9.56,59.8,66.5,0,4.97,14.8,0.17,0.537
Kab. Ciamis,Purwadadi,-7.318084,108.404693,False,83090,2174.4,7.47,5.79,7.07,80.2,68.3,3,7.46,21.7,0.141,0.581
Kab. Ciamis,Baregbeg,-7.387636,108.397243,False,94741,2473.2,3.02,2.5,5.81,44.3,61.7,0,1.67,16.2,0.174,0.528
